Date,Year,Quarter,Target name,Investors / Buyers,Type,Category,AI,"Size, $m",% acquired,Sector,Segment,Target's Country,Region,Target Founded,Gender,Target's Website,Short Deal Description,Deal Link,Amount_Status,IG_ID,Mapped_Type,Mapped_Category,arc_id,arc_status,arc_name,arc_also_known_as,arc_aliases,arc_type,arc_founded,arc_hq_country,arc_hq_region,arc_ownership,arc_sector,arc_segment,arc_features,arc_specialization,arc_aum,arc_parent_company,arc_transactions_count,arc_was_added,arc_created_by,arc_was_changed,arc_modified_by,arc_search_index
19/11/2020,2020,Q4'20,PlaySide Studios (ASX:PLY),Undisclosed,IPO,Public offering,No,11.34,,Gaming,Mobile,Australia,Oceania,2017.0,,https://www.playsidestudios.com/,PlaySide Studios (ASX: PLY) has raised AUD $15m through its IPO on the ASX,https://smallcaps.com.au/playside-studios-sets-sights-global-gaming-market-asx-listing/,DISCLOSED,586,listing (ipo/spac),Public offering,1387.0,IMPORTED,PlaySide Studios,ASX:PLY,PlaySide Studios (ASX:PLY),Strategic / CVC,2017.0,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
24/11/2020,2020,Q4'20,Akatsuki Inc. (TSE:3932),Undisclosed,"PIPE, Other",Public offering,No,60.0,,Gaming,Mobile,Japan,Asia,2010.0,,https://aktsk.jp/,Japanese mobile games developer Akatsuki has raised about $60m through share issue,https://ssl4.eir-parts.net/doc/3932/tdnet/1908435/00.pdf,DISCLOSED,592,pipe,Public offering,1388.0,ENABLED,Akatsuki,TSE:3932,Akatsuki Inc. (TSE:3932),Strategic / CVC,2010.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,6.0,21/06/2025 20:13,,30/08/2025 19:06,sergeyevdokimov1@gmail.com,"Akatsuki, TSE:3932, JP, Eastern Asia, https://aktsk.jp/"
24/11/2020,2020,Q4'20,AppsFlyer,Salesforce Ventures,Series D+,Late-stage VC,No,0.0,,Platform&Tech,Tech,United States,North America,2011.0,,https://www.appsflyer.com/,"Mobile measurement and marketing company AppsFlyer said it has raised a new round of funding from Salesforce Ventures at a $2 billion valuation. AppsFlyer didn't disclose the funding amount, but the company said it has raised more than $300 million to date.",https://venturebeat.com/2020/11/24/appsflyer-raises-funding-from-salesforce-ventures-at-2-billion-valuation/,UNDISCLOSED,593,series d,Late-stage investment,765.0,IMPORTED,AppsFlyer,,,Strategic / CVC,2011.0,USA,North America,Private,Platform & Tech,,,Generalist,,,1.0,21/06/2025 20:10,,21/06/2025 20:10,,
27/11/2020,2020,Q4'20,Kakao VX,Kakao Games Corp (KOSDAQ:A293490),Corporate,Corporate,No,45.0,,Platform&Tech,Platform,South Korea,Asia,2012.0,,http://www.kakaovx.com/,Kakao VX Inc. has raised about $45m through a private placement of shares through third party allotment method with participation from its parent company Kakao Games Corp.,http://kind.krx.co.kr/common/disclsviewer.do?method=search&acptno=20201127000557,DISCLOSED,600,undisclosed late-stage,Late-stage investment,1393.0,IMPORTED,Kakao VX,,,Strategic / CVC,2012.0,South Korea,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
27/11/2020,2020,Q4'20,PopReach (CVE: POPR),Undisclosed,"PIPE, Other",Public offering,No,13.5,,Gaming,Mobile,Canada,North America,2015.0,Men,https://www.popreach.com/,"PopReach Corporation has completed its previously announced public offering of common shares of the Company, raising about $13.5m",https://www.newswire.ca/news-releases/popreach-corporation-announces-successful-closing-of-bought-deal-public-offering-of-common-shares-811545691.html,DISCLOSED,602,pipe,Public offering,673.0,IMPORTED,PopReach,CVE: POPR,PopReach (CVE: POPR),Strategic / CVC,2015.0,Canada,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,1.0,21/06/2025 20:09,,21/06/2025 20:09,,
02/12/2020,2020,Q4'20,Crew Studio,Tencent (SEHK: 700),Minority,M&A,No,0.02,10.0,Gaming,Mobile,China,Asia,2020.0,,http://www.apogeecrew.com/,Tencent has acquired a minority stake stake in Mobile games developer Crew Studio,https://baijiahao.baidu.com/s?id=1684934418546715350&wfr=spider&for=pc,DISCLOSED,607,m&a minority,M&A,3032.0,IMPORTED,Crew Studio,,,Strategic / CVC,2020.0,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,29/06/2025 13:44,,29/06/2025 13:44,,
03/12/2020,2020,Q4'20,Movie Games,Undisclosed,"PIPE, Other",Public offering,No,0.68,,Gaming,Mobile,Poland,Eastern Europe,2017.0,,https://moviegames.pl/en/home-english/,"Movie Games Mobile, a Warsaw-based producer of mobile games has successfully completed the public offering of the shares. The company has attracted investors willing to acquire the full pool of 13,000 series B shares with a total value of PLN 2.5 million as much as 8 days before the initial end of the subscription collection.",https://strefainwestorow.pl/wiadomosci/20201203/movie-games-mobile-pozyskal-25-mln-zl-z-emisji-akcji,DISCLOSED,614,pipe,Public offering,490.0,IMPORTED,Movie Games,,,Strategic / CVC,2017.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:09,,21/06/2025 20:09,,
04/12/2020,2020,Q4'20,Flexion Mobile,Undisclosed,"PIPE, Other",Public offering,No,13.5,,Gaming,Mobile,United Kingdom,Western Europe,2007.0,,https://flexionmobile.com/,"Distribution service provider for Android F2P games Flexion Mobile (Nasdaq: FLEXM) has completed two directed share issues, raising about $13.5m to support the company's tech development and increase sales capacity.","https://news.cision.com/flexion-mobile/r/flexion-mobile-successfully-completes-two-directed-share-issues-raising-proceeds-of-approximately-se,c3249054",DISCLOSED,618,pipe,Public offering,718.0,IMPORTED,Flexion Mobile,,,Strategic / CVC,2007.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,2.0,21/06/2025 20:10,,21/06/2025 20:10,,
07/12/2020,2020,Q4'20,Thunderful Group (OM:THUNDR),Undisclosed,IPO,Public offering,No,155.0,38.24,Gaming,Multiplatform,Sweden,Western Europe,2017.0,,https://thunderfulgroup.com/,"First day of trading in Thunderful Group shares on Nasdaq First North Premier Growth Market (December 7, 2020)",https://thunderfulgroup.com/investor-relations/ipo,DISCLOSED,628,listing (ipo/spac),Public offering,843.0,IMPORTED,Thunderful Group,"OM:THUNDR, FRA: 8JH",Thunderful Group (OM:THUNDR),Strategic / CVC,2017.0,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,12.0,21/06/2025 20:10,,26/08/2025 06:24,naumvano@gmail.com,"Thunderful Group, OM:THUNDR, FRA: 8JH, SE, Nordic Countries, https://thunderfulgroup.com/"
11/12/2020,2020,Q4'20,ForeVR,"Galaxy Interactive, Emmett Shear, Justin Kan, Mark Pincus, Justin Waldron",Seed round,Early-stage VC,No,1.5,,Gaming,VR/AR,United States,North America,2020.0,,https://www.forevrgames.com/,"ForeVR came out of stealth today as a company dedicated to developing mass-market virtual reality games for all ages and geographies. The startup has raised $1.5 million, and its first game is a VR bowling title.",https://venturebeat.com/2020/12/11/forevr-raises-1-5-million-and-unveils-vr-bowling-title/,DISCLOSED,640,seed,Early-stage investment,3204.0,IMPORTED,ForeVR,ForeVR Games,,Strategic / CVC,2020.0,USA,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0.0,29/06/2025 14:01,,29/06/2025 14:01,,
17/12/2020,2020,Q4'20,Embracer Group (STO: EMBRAC B),Undisclosed,Fixed Income,Public offering,No,360.0,,Gaming,Multiplatform,Sweden,Western Europe,2008.0,,https://embracer.com/,"Embracer Group (SSE: EMBRAC B) has raised over $360m through a new credit facility, which brings the total cash at hand and available credit facilities to approx. $1.4B",https://embracer.com/release/embracer-group-secures-a-new-credit-facility-for-ma-of-sek-30-billion/,DISCLOSED,653,fixed income,Public offering,123.0,ENABLED,Embracer Group,STO: EMBRAC B,Embracer Group (STO: EMBRAC B),Strategic / CVC,2008.0,Sweden,Nordic Countries,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,76.0,15/04/2025 07:42,naumvano@gmail.com,28/08/2025 20:47,sergeyevdokimov1@gmail.com,"Embracer Group, STO: EMBRAC B, SE, Nordic Countries, https://embracer.com/"
17/12/2020,2020,Q4'20,Indigo Pearl,Keywords Studios,Control,M&A,No,2.7,100.0,Gaming,Outsourcing,United Kingdom,Western Europe,2000.0,,https://www.indigopearl.com/,Dublin-based technical & creative gaming services provider Keywords Studios (LON: KWS) has acquired UK-based PR agency Indigo Pearl for up to $2.7m,https://www.investegate.co.uk/article.aspx?id=202012170700029030I,DISCLOSED,654,m&a control (incl. lbo/mbo),M&A,1415.0,IMPORTED,Indigo Pearl,,,Strategic / CVC,2000.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
17/12/2020,2020,Q4'20,Mighty Kingdom,Undisclosed,Series B+,Late-stage VC,No,4.0,,Gaming,Multiplatform,Australia,Oceania,2010.0,Men,https://www.mightykingdom.com/,Australian games studio Mighty Kingdom has completed its $4 million pre-initial public offering.,https://www.pocketgamer.biz/news/75329/mighty-kingdom-completes-4-million-pre-ipo/,DISCLOSED,656,undisclosed late-stage,Late-stage investment,682.0,IMPORTED,Mighty Kingdom,"ASX:MKL, Mighty Kingdom  (ASX:MKL)",,Strategic / CVC,2010.0,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,iCandy Interactive,0.0,21/06/2025 20:10,,14/08/2025 08:17,naumvano@gmail.com,"Mighty Kingdom, ASX:MKL, Mighty Kingdom  (ASX:MKL), AU, Australia and New_Zealand, https://www.mightykingdom.com/"
17/12/2020,2020,Q4'20,Mountainside Games,TGS Esports,Series A,Early-stage VC,No,0.03,25.0,Esports,Esports,Canada,North America,,,https://www.twitch.tv/mountainsidegames,"TGS Esports Inc. has completed an equity investment (""Investment"") in a private esports company, Mountainside Games Ltd.",https://www.newswire.ca/news-releases/tgs-esports-announces-investment-in-mountainside-games-808874648.html,DISCLOSED,657,series a,Early-stage investment,1417.0,IMPORTED,Mountainside Games,,,Strategic / CVC,2000.0,Canada,North America,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
18/12/2020,2020,Q4'20,People Can Fly,Undisclosed,IPO,Public offering,No,54.81,,Gaming,PC&Console,Poland,Eastern Europe,2002.0,Men,https://peoplecanfly.com/,"Poland-based games developer People Can Fly has raised $54,81m (PLN 203m) via IPO. The company placed its shares on the Warsaw Stock Exchange",https://peoplecanfly.com/debut-pcf/,DISCLOSED,661,listing (ipo/spac),Public offering,845.0,IMPORTED,People Can Fly,,,Strategic / CVC,2002.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,3.0,21/06/2025 20:10,,21/06/2025 20:10,,
21/12/2020,2020,Q4'20,Atari,Undisclosed,"PIPE, Other",Public offering,No,5.81,,Gaming,Multiplatform,France,Western Europe,1972.0,Men,https://www.atari.com/,"ATARI, one of the world's most iconic consumer brands and interactive entertainment producers, today announces the launch of a capital increase without preferential subscription rights in the form of a private placement of c. 5 million euros through the issuance of new shares,",https://www.globenewswire.com/news-release/2020/12/21/2148896/0/en/Atari-announces-the-launch-of-a-capital-increase-through-private-placement.html,DISCLOSED,666,pipe,Public offering,416.0,ENABLED,Atari,,,Strategic / CVC,1972.0,USA,North America,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,13.0,17/05/2025 15:24,naumvano@gmail.com,17/05/2025 15:24,naumvano@gmail.com,
21/12/2020,2020,Q4'20,BoomTV,Intel Capital,Corporate,Corporate,No,0.0,,Esports,Esports,United States,North America,2015.0,Men,https://boom.tv/landing,"Founded in 2016, esports entertainment platform BoomTV has raised strategic investments from Intel Capital. Recently in June 2020, BoomTV has raised $10m.",https://venturebeat.com/2020/12/21/why-intel-capital-invested-in-boomtv-amid-the-esports-boom/,UNDISCLOSED,667,undisclosed late-stage,Late-stage investment,2964.0,IMPORTED,BoomTV,,,Strategic / CVC,2015.0,USA,North America,Private,Esports,,,Generalist,,,0.0,29/06/2025 13:37,,29/06/2025 13:37,,
21/12/2020,2020,Q4'20,Team Finest,Undisclosed,Seed round,Early-stage VC,No,0.6,,Esports,Esports,Israel,MENA,2019.0,Men,www.finest.gg,"Israeli eSports organization Team Finest announced on Monday that it has raised more than NIS 2 million ($600,000) in funding, the first of its kind for a competitive Israeli gaming team.","https://www.calcalistech.com/ctech/articles/0,7340,L-3883186,00.html#:~:text=Israeli%20eSports%20organization%20Team%20Finest,a%20competitive%20Israeli%20gaming%20team.",DISCLOSED,672,seed,Early-stage investment,1422.0,IMPORTED,Team Finest,,,Strategic / CVC,2019.0,Israel,Middle East,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
22/12/2020,2020,Q4'20,Liftoff,Blackstone,Control,M&A,Yes,400.0,100.0,Platform&Tech,Tech,United States,North America,2012.0,Men,https://liftoff.io,Blackstone acquired a majority stake in Liftoff via a growth equity deal. The transaction included both primary capital to support expansion and secondary share purchases from existing shareholders. Liftoff remained independent.,https://www.blackstone.com/news/press/blackstone-to-invest-in-liftoff-to-help-fuel-future-growth/,DISCLOSED,674,m&a control (incl. lbo/mbo),M&A,377.0,ENABLED,Liftoff,,,Strategic / CVC,2012.0,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,General Atlantic,0.0,07/05/2025 10:29,naumvano@gmail.com,07/05/2025 10:29,naumvano@gmail.com,
23/12/2020,2020,Q4'20,TokyoTsushin (TSE:7359),Undisclosed,IPO,Public offering,No,12.0,,Gaming,Mobile,Japan,Asia,2015.0,,http://tokyo-tsushin.com/,Japanese mobile games developer Tokyo Tsushin has raised about $12m through its initial public offering,https://www.jpx.co.jp/english/news/1031/20201223-02.html,DISCLOSED,677,listing (ipo/spac),Public offering,1424.0,IMPORTED,TokyoTsushin,TSE:7359,TokyoTsushin (TSE:7359),Strategic / CVC,2015.0,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
09/01/2021,2021,Q1'21,Tradelite Solutions GmbH,Undisclosed,Seed round,Early-stage VC,No,0.0,,Other,Cash-related,Germany,Western Europe,2020.0,Women,https://tradelite.de/,"Tradelite Solutions GmbH announced that it has received business angel equity round of funding on September 1, 2021. The transaction also included participation from new investor Heiko Hubertz along with other angels.",https://finance.yahoo.com/news/tradelite-solutions-gmbh-announces-successful-020000403.html,UNDISCLOSED,687,seed,Early-stage investment,3411.0,ENABLED,Tradelite Solutions,Tradelite Solutions GmbH,,Strategic / CVC,2020.0,Germany,Western Europe,Private,Other,,Cash/Skill-based/RMG,Generalist,,,0.0,06/07/2025 10:12,,29/08/2025 16:01,sergeyevdokimov1@gmail.com,"Tradelite Solutions, Tradelite Solutions GmbH, DE, Western Europe, https://tradelite.de/"
12/01/2021,2021,Q1'21,Motorsport Games (NASDAQ: MSGM),Undisclosed,IPO,Public offering,No,60.0,,Gaming,PC&Console,United States,North America,2018.0,Men,https://motorsportgames.com/,PC&console-focused racing games developer Motorsport Games (NASDAQ: MSGM) has raised $60 proceeds through IPO on NASDAQ.,https://www.nasdaq.com/articles/racing-game-developer-motorsport-games-prices-ipo-at-$20-the-high-end-of-the-upwardly,DISCLOSED,694,listing (ipo/spac),Public offering,709.0,ENABLED,Motorsport Games,NASDAQ: MSGM,Motorsport Games (NASDAQ: MSGM),Strategic / CVC,2018.0,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,2.0,21/06/2025 20:10,,28/08/2025 12:14,naumvano@gmail.com,"Motorsport Games, NASDAQ: MSGM, US, North America, https://motorsportgames.com/"
12/01/2021,2021,Q1'21,Super League Gaming (NasdaqCM:SLGG),Undisclosed,"PIPE, Other",Public offering,No,8.0,,Esports,Esports,United States,North America,2014.0,Men,https://www.superleague.com/,"Super League Gaming (Nasdaq: SLGG), a competitive video gaming and esports entertainment company announced the sale of 3,076,924 shares of its common stock at a price of $2.60 per share. Gross proceeds from the offering, before expenses, are expected to be approximately $8.0 million.","https://www.globenewswire.com/news-release/2021/01/12/2157036/0/en/Super-League-Gaming-Announces-8-0-Million-Sale-of-Common-Stock.html#:~:text=SANTA%20MONICA%2C%20Calif.%2C%20Jan,price%20of%20%242.60%20per%20share.",DISCLOSED,695,pipe,Public offering,2963.0,ENABLED,Super League Gaming,NasdaqCM:SLGG,"Super League Gaming (NASDAQ: SLGG),Super League Gaming (NasdaqCM:SLGG)",Strategic / CVC,2014.0,USA,North America,Private,Esports,,,Generalist,,,4.0,29/06/2025 13:37,,28/08/2025 13:17,naumvano@gmail.com,"Super League Gaming, NasdaqCM:SLGG, US, North America, https://www.superleague.com/"
13/01/2021,2021,Q1'21,TGS Esports (TSXV: TGS),Undisclosed,"PIPE, Other",Public offering,No,1.0,,Esports,Esports,Canada,North America,2018.0,Men,https://www.tgsesports.com/,"TGS Esports Inc. (""TGS"" or the ""Company"") (TSXV: TGS) (FRA: 5RH) is pleased to announce a non-brokered private placement (the ""Offering"") consisting of the issuance of up to 5,555,555 units (each, a ""Unit"") at a price of $0.18 per Unit for aggregate gross proceeds of $1,000,000. Each Unit is comprised of one common share and one non-transferrable common share purchase warrant. Each Warrant will entitle the holder thereof to acquire one Share at a price of $0.25 per Warrant Share for a period of two years from closing of the Offering, subject to acceleration in the event that the Shares trade at or above $0.40 for ten consecutive trading days.",https://www.newswire.ca/news-releases/tgs-announces-1-million-strategic-financing-870446747.html,DISCLOSED,698,pipe,Public offering,814.0,IMPORTED,TGS Esports,TSXV:TGS,"TGS Esports Inc. (TSXV:TGS),TGS Esports (TSXV: TGS)",Strategic / CVC,2018.0,Canada,North America,Private,Esports,,,Generalist,,,3.0,21/06/2025 20:10,,21/06/2025 20:10,,
15/01/2021,2021,Q1'21,Banana Gaming & Media,VSPN,Control,M&A,No,0.0,100.0,Esports,Esports,China,Asia,2015.0,Men,http://bananaculture.asia/,"After raising $100m in Series B funding round, led by Tencent, Shanghai-based esports company VSPN has acquired esports events and games marketing company Banana Gaming & Media.",https://esportsobserver.com/vspn-buys-banana-gaming/,UNDISCLOSED,700,m&a control (incl. lbo/mbo),M&A,1438.0,ENABLED,BANANACULTURE GAMING & MEDIA,"Bananaculture, Banana Gaming & Media",,Strategic / CVC,2015.0,China,Eastern Asia,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:13,,29/08/2025 15:19,sergeyevdokimov1@gmail.com,"BANANACULTURE GAMING & MEDIA, Bananaculture, Banana Gaming & Media, CN, Eastern Asia, http://bananaculture.asia/"
15/01/2021,2021,Q1'21,Bilibili Esports,"Zhejiang Chuangxiang Cultural Fund / Zhejiang Publishing, Zhejiang Radio and Television Media Group",Seed round,Early-stage VC,No,28.0,,Esports,Esports,China,Asia,,,https://www.bilibili.com/,"Chinese esports organization Bilibili Esports has raised about $27.9 in a Series A funding round led by Zhejiang Chuangxiang Cultural Fund, with participation from Zhejiang Publishing and Zhejiang Radio and Television Media Group.",https://esportsobserver.com/bilibili-secures-27-million-in-funding/,DISCLOSED,701,seed,Early-stage investment,3713.0,ENABLED,Bilibili Esports,Bilibili Gaming (BLG),,Strategic / CVC,2017.0,China,Eastern Asia,Private,,,,Generalist,,Bilibili,0.0,14/08/2025 07:55,naumvano@gmail.com,14/08/2025 07:55,naumvano@gmail.com,"Bilibili Esports, Bilibili Gaming (BLG), CN, Eastern Asia, https://en.wikipedia.org/wiki/Bilibili_Gaming"
15/01/2021,2021,Q1'21,Infinity Plus Two,Undisclosed,Control,M&A,No,4.5,100.0,Gaming,Multiplatform,Australia,Oceania,2012.0,Men,https://infinityplustwo.net/,505 Games' parent company Digital Bros purchased Melbourne-based developer Infinity Plus Two for $4.5m,https://www.gamesindustry.biz/articles/2021-01-14-505-games-acquires-infinity-plus-two,DISCLOSED,702,m&a control (incl. lbo/mbo),M&A,1439.0,IMPORTED,Infinity Plus Two,,,Strategic / CVC,2012.0,Australia,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
20/01/2021,2021,Q1'21,Corsair Gaming (NasdaqGS:CRSR),Undisclosed,"PIPE, Other",Public offering,No,252.0,,Other,Hardware,United States,North America,1994.0,Men,https://www.corsair.com/us/en/,"Video game hardware and peripherals manufacturer Corsair Gaming Inc. has announced that a group of selling shareholders, including current majority owner EagleTree Capital and its leadership group, are set raise USD$252m (GBP184m) via the public offering of 7.5 million shares at a price of USD$35 (GBP26) each",https://www.thegamingeconomy.com/2021/01/26/imvu-relaunches-as-together-labs-corsair-shareholders-to-raise-usd252m/,DISCLOSED,707,pipe,Public offering,829.0,ENABLED,Corsair Gaming,"NASDAQ:CRSR, Corsair, NasdaqGS:CRSR","Corsair Gaming (NasdaqGS:CRSR),Corsair Gaming,Inc. (NASDAQ:CRSR)",Strategic / CVC,1994.0,USA,North America,Private,Other,,,Generalist,,,3.0,21/06/2025 20:10,,29/08/2025 12:03,naumvano@gmail.com,"Corsair Gaming, NASDAQ:CRSR, Corsair, NasdaqGS:CRSR, US, North America, https://www.corsair.com/us/en/"
21/01/2021,2021,Q1'21,Critical Force,Undisclosed,Series A,Early-stage VC,No,10.0,,Gaming,Mobile,Finland,Western Europe,2010.0,Men,https://criticalforce.fi/,"Critical Force, a Finnish game developer and publisher well known for its online mobile shooter game brand called 'Critical Ops', today announced securing a $10 million investment for implementing the planned future growth strategy.",https://criticalforce.fi/news/17/,DISCLOSED,711,series a,Early-stage investment,1442.0,IMPORTED,Critical Force,,,Strategic / CVC,2010.0,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:13,,21/06/2025 20:13,,
21/01/2021,2021,Q1'21,Versus Systems,Undisclosed,"PIPE, Other",Public offering,No,11.0,,Platform&Tech,Tech,United States,North America,2013.0,Men,https://www.versussystems.com/,Canadian B2B software platform Versus Systems (CNSX:VS) has raised $11m through a public offering.,https://ir.versussystems.com/news-events/press-releases/detail/117/versus-systems-inc-announces-closing-of-11-0-million,DISCLOSED,717,pipe,Public offering,674.0,IMPORTED,Versus Systems,CNSX:VS,"Versus Systems (CNSX:VS),Versus Systems Inc. (CNSX:VS)",Strategic / CVC,2014.0,USA,North America,Private,Platform & Tech,,,Generalist,,,0.0,21/06/2025 20:10,,28/08/2025 20:41,sergeyevdokimov1@gmail.com,"Versus Systems, CNSX:VS, US, North America, https://www.versussystems.com/"
22/01/2021,2021,Q1'21,VSPN,"Prospect Avenue Capital (PAC), Guotai Junan International, Nan Fung Group",Series B+,Late-stage VC,No,60.0,,Esports,Esports,China,Asia,2016.0,Men,https://global.vspn.com/,"Shanghai-based esports company VSPN has raised a $60m Series B+ funding round, joined by Prospect Avenue Capital (PAC), Guotai Junan International, and Nan Fung Group.",https://techcrunch.com/2021/01/21/chinese-esports-player-vspn-closes-60m-series-b-round-to-boost-its-international-strategy/,DISCLOSED,721,undisclosed late-stage,Late-stage investment,678.0,IMPORTED,VSPN,,,Strategic / CVC,2016.0,China,Eastern Asia,Private,Esports,,,Generalist,,,2.0,21/06/2025 20:10,,21/06/2025 20:10,,
26/01/2021,2021,Q1'21,Brave Lamb Studio,Undisclosed,"PIPE, Other",Public offering,No,0.32,,Gaming,PC&Console,Poland,Eastern Europe,2016.0,Men,https://bravelambstudio.com/,"Brave Lamb Studio, part of the Movie Games group, has completed the issue of series B shares, raising over PLN 1.2 million from investors, Movie Games reported",https://www.money.pl/gielda/brave-lamb-studio-pozyskalo-z-emisji-akcji-1-2-mln-zl-planuje-debiut-na-gpw-6600991472674945a.html,DISCLOSED,731,pipe,Public offering,1448.0,IMPORTED,Brave Lamb Studio,,,Strategic / CVC,2016.0,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,21/06/2025 20:14,,21/06/2025 20:14,,
27/01/2021,2021,Q1'21,Sumo Group (AIM:SUMO),Undisclosed,"PIPE, Other",Public offering,No,2.0,,Gaming,Outsourcing,United Kingdom,Western Europe,2003.0,Men,https://www.sumogroupltd.com/,UK-based multiplatform video game developer Sumo Group (AIM:SUMO) has raised ~$2m through the new ordinary shares issue.,https://www.investegate.co.uk/sumo-group-plc--sumo-/rns/exercise-of-warrants---issue-of-equity---tvr/202101271443071038N/,DISCLOSED,743,pipe,Public offering,78.0,ENABLED,Sumo Group,AIM:SUMO,Sumo Group (AIM:SUMO),Strategic / CVC,2003.0,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,Tencent,6.0,08/04/2025 23:21,kmlfatkh@gmail.com,28/08/2025 20:36,sergeyevdokimov1@gmail.com,"Sumo Group, AIM:SUMO, GB, British Isles, https://www.sumo-group.com"
28/01/2021,2021,Q1'21,Nanjing Hero,Huya,Corporate,Corporate,No,0.0,,Esports,Esports,China,Asia,,,,Tencent confirmed that Chinese live streaming platform Huya has invested in Nanjing-based esports organization Nanjing Hero,https://esportsobserver.com/china-esports-recap-jan28-2021/,UNDISCLOSED,746,undisclosed late-stage,Late-stage investment,1079.0,IMPORTED,Nanjing Hero,,,Strategic / CVC,2000.0,China,Eastern Asia,Private,Esports,,,Generalist,,,0.0,21/06/2025 20:11,,21/06/2025 20:11,,
28/01/2021,2021,Q1'21,PrizePicks,"Poker Central, PokerGo",Series B+,Late-stage VC,No,0.0,,Other,Cash-related,United States,North America,2015.0,Men,https://prizepicks.com/,"PrizePicks, the largest independently owned daily fantasy sports platform with the widest breadth of sports coverage of any DFS operator, today announced the close of a strategic round of equity funding by a group of investors highlighted by some of the most prominent names in the world of high-stakes poker.",https://www.prnewswire.com/news-releases/prizepicks-stacks-its-chips-for-the-future-closes-round-of-strategic-investors-301217038.html,UNDISCLOSED,748,undisclosed late-stage,Late-stage investment,3414.0,IMPORTED,PrizePicks,,,Strategic / CVC,2015.0,USA,North America,Private,Other,,Cash/Skill-based/RMG,Generalist,,,0.0,06/07/2025 10:12,,06/07/2025 10:12,,"PrizePicks, US, North America"
03/02/2021,2021,Q1'21,Six Wings Studios,Undisclosed,Seed round,Early-stage VC,No,0.05,,Gaming,Mobile,United States,North America,2015.0,Men,https://www.sixwingstudios.com,Six Wings Studios has raised $50k in convertible notes,https://www.sec.gov/Archives/edgar/data/1821511/000182151121000001/xslFormDX01/primary_doc.xml,DISCLOSED,761,seed,Early-stage investment,1463.0,IMPORTED,Six Wings Studios,,,Strategic / CVC,2015.0,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0.0,21/06/2025 20:14,,21/06/2025 20:14,,
04/02/2021,2021,Q1'21,Mountaintop Studios,Undisclosed,Seed round,Early-stage VC,No,5.5,,Gaming,PC&Console,United States,North America,2020.0,Men,https://www.mountaintop.gg/,"Founded in 2020 by Oculus co-founder Nate Mitchell, Mountaintop has raised $5.5m in Seed round to support the development of its first PVP FPS game.",https://venturebeat.com/2021/02/04/oculus-cofounders-mountaintop-raises-5-5-million-for-shooter-game/,DISCLOSED,766,seed,Early-stage investment,383.0,ENABLED,Mountaintop Studios,,,Strategic / CVC,2020.0,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0.0,10/05/2025 13:58,vsidv1777@gmail.com,10/05/2025 13:58,vsidv1777@gmail.com,
