id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index
2670,IMPORTED,Deltias Gaming,,,Strategic / CVC,2014,USA,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:21:24,,2025-06-21 20:21:24,,
2027,IMPORTED,Deluxe Games,,,Strategic / CVC,2000,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:17:17,,2025-06-21 20:17:17,,
2158,IMPORTED,Delysium,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,"AI/ML, Blockchain/web3",Generalist,,,0,2025-06-21 20:18:00,,2025-06-21 20:18:00,,
1092,IMPORTED,Demagic Games,,,Strategic / CVC,2000,Ukraine,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:11:55,,2025-06-21 20:11:55,,
786,IMPORTED,Demiurge Studios,,,Strategic / CVC,2002,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:10:29,,2025-06-21 20:10:29,,
855,IMPORTED,Demolish Games,,,Strategic / CVC,2020,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:10:45,,2025-06-21 20:10:45,,
9820,IS INCOMPLETE,Denlow Private Trust,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:13,,2025-08-30 18:54:13,,"Denlow Private Trust, notenoughinformation, notenoughinformation"
9105,IS INCOMPLETE,Dennis Crowley,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:31,,2025-08-30 18:53:31,,"Dennis Crowley, notenoughinformation, notenoughinformation"
9329,IS INCOMPLETE,Dennis Fong,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:44,,2025-08-30 18:53:44,,"Dennis Fong, notenoughinformation, notenoughinformation"
7887,IS INCOMPLETE,Dentsu Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:20,,2025-08-30 18:52:20,,"Dentsu Group, notenoughinformation, notenoughinformation"
9283,IS INCOMPLETE,Dentsu Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,2025-08-30 18:53:42,,2025-08-30 18:53:42,,"Dentsu Ventures, notenoughinformation, notenoughinformation"
2025,IMPORTED,Dera Game,,,Strategic / CVC,2000,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:17:16,,2025-06-21 20:17:16,,
3232,IMPORTED,Derby Stars,,,Strategic / CVC,2021,South Korea,Eastern Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-07-05 18:27:28,,2025-07-07 06:05:47,naumvano@gmail.com,"Derby Stars, KR, Eastern Asia, https://derbystars.com/"
9156,IS INCOMPLETE,Deribit,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:35,,2025-08-30 18:53:35,,"Deribit, notenoughinformation, notenoughinformation"
2933,IMPORTED,DeshGame,,,Strategic / CVC,2000,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-29 13:33:29,,2025-06-29 13:33:29,,
10948,IS INCOMPLETE,Designer Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:17,,2025-08-30 18:55:17,,"Designer Fund, notenoughinformation, notenoughinformation"
1214,IMPORTED,DESTINYbit,,,Strategic / CVC,2012,Italy,Southern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:12:51,,2025-06-21 20:12:51,,
2666,IMPORTED,Destiny of Gods,,,Strategic / CVC,2023,China,Eastern Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:21:23,,2025-06-21 20:21:23,,
2133,ENABLED,Destructoid,,Destructoid (Enthusiast Gaming),Strategic / CVC,2000,Canada,North America,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:17:52,,2025-08-13 17:53:54,naumvano@gmail.com,"Destructoid, CA, North America, https://www.destructoid.com/"
10456,IS INCOMPLETE,Detroit Venture Partners,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:47,,2025-08-30 18:54:47,,"Detroit Venture Partners, notenoughinformation, notenoughinformation"
1335,IMPORTED,Deus Craft,,,Strategic / CVC,2019,Cyprus,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:13:27,,2025-06-21 20:13:27,,
8248,IS INCOMPLETE,Deus X,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:40,,2025-08-30 18:52:40,,"Deus X, notenoughinformation, notenoughinformation"
289,ENABLED,Deutsche Bank,,,Other,1870,Germany,Western Europe,Private,,,,Generalist,,,0,2025-04-30 06:22:59,naumvano@gmail.com,2025-04-30 06:22:59,naumvano@gmail.com,
8709,IS INCOMPLETE,Deutsche Telekom,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:06,,2025-08-30 18:53:06,,"Deutsche Telekom, notenoughinformation, notenoughinformation"
10677,IS INCOMPLETE,DeVC,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:55:00,,2025-08-30 18:55:00,,"DeVC, notenoughinformation, notenoughinformation"
8300,IS INCOMPLETE,Devmons GG,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:52:42,,2025-08-30 18:52:42,,"Devmons GG, notenoughinformation, notenoughinformation"
391,ENABLED,Devolver Digital,,Devolver Digital (LON: DEVO),Strategic / CVC,2009,USA,North America,Public,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,6,2025-05-12 09:38:25,kmlfatkh@gmail.com,2025-08-23 11:36:16,naumvano@gmail.com,"Devolver Digital, US, North America, https://www.devolverdigital.com"
7886,IS INCOMPLETE,Devsisters Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:52:20,,2025-08-30 18:52:20,,"Devsisters Ventures, notenoughinformation, notenoughinformation"
2446,IMPORTED,Devtodev,,,Strategic / CVC,2014,Lithuania,Baltic Countries,Private,Other,,,Generalist,,,0,2025-06-21 20:19:50,,2025-06-21 20:19:50,,
7907,IS INCOMPLETE,DextForce Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,2025-08-30 18:52:22,,2025-08-30 18:52:22,,"DextForce Ventures, notenoughinformation, notenoughinformation"
9049,IS INCOMPLETE,DEXTools,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:28,,2025-08-30 18:53:28,,"DEXTools, notenoughinformation, notenoughinformation"
10155,IS INCOMPLETE,DEX Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:30,,2025-08-30 18:54:30,,"DEX Ventures, notenoughinformation, notenoughinformation"
9437,IS INCOMPLETE,DFG Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,2025-08-30 18:53:50,,2025-08-30 18:53:50,,"DFG Group, notenoughinformation, notenoughinformation"
8182,IS INCOMPLETE,DFL Deutsche Fussball Liga GmbH,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:36,,2025-08-30 18:52:36,,"DFL Deutsche Fussball Liga GmbH, notenoughinformation, notenoughinformation"
10910,IS INCOMPLETE,DG Daiwa Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:55:14,,2025-08-30 18:55:14,,"DG Daiwa Ventures, notenoughinformation, notenoughinformation"
3696,ENABLED,DHVC,Danhua Capital,,Private Equity & Inst.,2013,USA,North America,Private,,,,Generalist,,,1,2025-07-29 14:18:37,vsidv1777@gmail.com,2025-07-29 14:18:37,vsidv1777@gmail.com,"DHVC, Danhua Capital, US, North America, https://www.dh.vc/"
10791,IS INCOMPLETE,Dhyan Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:07,,2025-08-30 18:55:07,,"Dhyan Ventures, notenoughinformation, notenoughinformation"
2123,IMPORTED,Diagon Studios,,,Strategic / CVC,2019,Nigeria,Western Africa,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:17:48,,2025-06-21 20:17:48,,
10103,IS INCOMPLETE,Diagram Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:28,,2025-08-30 18:54:28,,"Diagram Ventures, notenoughinformation, notenoughinformation"
8832,IS INCOMPLETE,Dialectic,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,8,2025-08-30 18:53:14,,2025-08-30 18:53:14,,"Dialectic, notenoughinformation, notenoughinformation"
9537,IS INCOMPLETE,Diamond Hands Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:56,,2025-08-30 18:53:56,,"Diamond Hands Ventures, notenoughinformation, notenoughinformation"
8548,IS INCOMPLETE,Diandian Interactive (Beijing) Technology,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:57,,2025-08-30 18:52:57,,"Diandian Interactive (Beijing) Technology, notenoughinformation, notenoughinformation"
2151,IMPORTED,Didimo,,,Strategic / CVC,2016,Portugal,Southern Europe,Private,Platform & Tech,,AI/ML,Generalist,,,0,2025-06-21 20:17:58,,2025-06-21 20:17:58,,
9755,IS INCOMPLETE,Didner & Gerge,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:09,,2025-08-30 18:54:09,,"Didner & Gerge, notenoughinformation, notenoughinformation"
11143,IS INCOMPLETE,Diffusion Capital Partners,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:55:29,,2025-08-30 18:55:29,,"Diffusion Capital Partners, notenoughinformation, notenoughinformation"
3333,IMPORTED,Digic,,Digic Holdings,Strategic / CVC,2000,Hungary,Eastern Europe,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-07-05 18:35:30,,2025-07-07 06:06:35,naumvano@gmail.com,"Digic, HU, Eastern Europe, https://www.digicpictures.com/"
1170,IMPORTED,Digi-Capital Platform,Digi-Capital,Investment Data Platform from Digi-Capital,Strategic / CVC,2010,USA,North America,Private,Other,,,Generalist,,,0,2025-06-21 20:12:41,,2025-06-21 20:12:41,,
1478,IMPORTED,Digi Game Startup Studio,Digi Game,,Strategic / CVC,2017,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-06-21 20:14:10,,2025-06-21 20:14:10,,
1802,IMPORTED,Digimi,,,Strategic / CVC,2018,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:16:00,,2025-06-21 20:16:00,,
8062,IS INCOMPLETE,DIGITAL,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:31,,2025-08-30 18:52:31,,"DIGITAL, notenoughinformation, notenoughinformation"
8434,IS INCOMPLETE,Digital Bros,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:49,,2025-08-30 18:52:49,,"Digital Bros, notenoughinformation, notenoughinformation"
8649,IS INCOMPLETE,Digital Bros (MIL: DIB),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:02,,2025-08-30 18:53:02,,"Digital Bros (MIL: DIB), notenoughinformation, notenoughinformation"
11261,IS INCOMPLETE,Digital Brothers,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:35,,2025-08-30 18:55:35,,"Digital Brothers, notenoughinformation, notenoughinformation"
561,IMPORTED,Digital Confectioners,,,Strategic / CVC,2007,New Zealand,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:09:29,,2025-06-21 20:09:29,,
9800,IS INCOMPLETE,Digital Currency Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:12,,2025-08-30 18:54:12,,"Digital Currency Group, notenoughinformation, notenoughinformation"
8312,IS INCOMPLETE,Digital Development Management,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:43,,2025-08-30 18:52:43,,"Digital Development Management, notenoughinformation, notenoughinformation"
610,IMPORTED,Digital Eclipse,,,Strategic / CVC,1992,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,2025-06-21 20:09:38,,2025-06-21 20:09:38,,
705,ENABLED,Digital Entertainment Asset,,Digital Entertainment Asset (DEA),Strategic / CVC,2018,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:10:11,,2025-08-29 11:53:27,naumvano@gmail.com,"Digital Entertainment Asset, SG, Southeast Asia, https://dea.sg/"
3555,ENABLED,Digital Garage,,,Strategic / CVC,1995,Japan,Eastern Asia,Public,,,,Generalist,,,1,2025-07-22 11:58:04,vsidv1777@gmail.com,2025-07-22 11:58:04,vsidv1777@gmail.com,"Digital Garage, JP, Eastern Asia, https://www.garage.co.jp/en/"
11066,IS INCOMPLETE,Digital Hearts Holdings,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:24,,2025-08-30 18:55:24,,"Digital Hearts Holdings, notenoughinformation, notenoughinformation"
962,IMPORTED,Digital Insight Games,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:11:12,,2025-06-21 20:11:12,,
1737,IMPORTED,Digital Legends,,,Strategic / CVC,2011,Spain,Southern Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:15:40,,2025-06-21 20:15:40,,
2310,IMPORTED,Digital Media Management,,,Strategic / CVC,2010,USA,North America,Private,Other,,,Generalist,,,0,2025-06-21 20:18:56,,2025-06-21 20:18:56,,
2981,IMPORTED,Digital motors,,,Strategic / CVC,2018,Ireland,British Isles,Private,Other,,,Generalist,,,0,2025-06-29 13:39:28,,2025-06-29 13:39:28,,
2388,IMPORTED,Digital Raccoon,,,Strategic / CVC,2017,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:19:28,,2025-06-21 20:19:28,,
3128,IMPORTED,Digital Scapes,,,Strategic / CVC,2012,Canada,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-29 13:53:23,,2025-06-29 13:53:23,,
8997,IS INCOMPLETE,Digital Strategies,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,2025-08-30 18:53:25,,2025-08-30 18:53:25,,"Digital Strategies, notenoughinformation, notenoughinformation"
8244,IS INCOMPLETE,Digital Turbine,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:39,,2025-08-30 18:52:39,,"Digital Turbine, notenoughinformation, notenoughinformation"
8280,IS INCOMPLETE,Digital Turbine Media,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:41,,2025-08-30 18:52:41,,"Digital Turbine Media, notenoughinformation, notenoughinformation"
11425,IS INCOMPLETE,Digital Ventures Group,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:46,,2025-08-30 18:55:46,,"Digital Ventures Group, notenoughinformation, notenoughinformation"
8305,IS INCOMPLETE,Digital Vortex Entertainment,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:42,,2025-08-30 18:52:42,,"Digital Vortex Entertainment, notenoughinformation, notenoughinformation"
3356,IMPORTED,DigixArt,,,Strategic / CVC,2015,France,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-07-05 18:36:07,,2025-07-07 06:08:12,naumvano@gmail.com,"DigixArt, FR, Western Europe, https://digixart.com/"
10573,IS INCOMPLETE,Dima Morozov,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:54,,2025-08-30 18:54:54,,"Dima Morozov, notenoughinformation, notenoughinformation"
10003,IS INCOMPLETE,Dinesh Kumar,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:22,,2025-08-30 18:54:22,,"Dinesh Kumar, notenoughinformation, notenoughinformation"
9351,IS INCOMPLETE,Dingaling,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:45,,2025-08-30 18:53:45,,"Dingaling, notenoughinformation, notenoughinformation"
8122,IS INCOMPLETE,Dino Patti,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:52:34,,2025-08-30 18:52:34,,"Dino Patti, notenoughinformation, notenoughinformation"
8139,IS INCOMPLETE,Dion Waiters,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:34,,2025-08-30 18:52:34,,"Dion Waiters, notenoughinformation, notenoughinformation"
9730,IS INCOMPLETE,DIP Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:08,,2025-08-30 18:54:08,,"DIP Capital, notenoughinformation, notenoughinformation"
8604,IS INCOMPLETE,Dire Wolves,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:00,,2025-08-30 18:53:00,,"Dire Wolves, notenoughinformation, notenoughinformation"
2702,IMPORTED,Dirt Research Technologies,,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,,AI/ML,Generalist,,,0,2025-06-21 20:21:39,,2025-06-21 20:21:39,,
3831,ENABLED,Discerning Capital,,,Venture Capital & Accelerators,2022,USA,North America,Private,,,,Generalist,,,1,2025-08-28 11:03:21,naumvano@gmail.com,2025-08-28 11:03:21,naumvano@gmail.com,"Discerning Capital, US, North America, https://www.discerningcap.com/"
370,ENABLED,Discord,,,Strategic / CVC,2012,USA,North America,Private,Platform & Tech,,,Generalist,,,2,2025-05-07 05:44:12,naumvano@gmail.com,2025-05-07 05:44:12,naumvano@gmail.com,
9621,IS INCOMPLETE,Disney CEO Michael Eisner,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:01,,2025-08-30 18:54:01,,"Disney CEO Michael Eisner, notenoughinformation, notenoughinformation"
10229,IS INCOMPLETE,Dispersion Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:34,,2025-08-30 18:54:34,,"Dispersion Capital, notenoughinformation, notenoughinformation"
9976,IS INCOMPLETE,Disrupt.com,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:21,,2025-08-30 18:54:21,,"Disrupt.com, notenoughinformation, notenoughinformation"
1166,ENABLED,Disruptor Beam - Star Trek Timelines (IP sale),Star Trek Timelines,Star Trek Timelines (Disruptor Beam),Strategic / CVC,2016,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:12:40,,2025-08-22 20:09:19,sergeyevdokimov1@gmail.com,"Disruptor Beam - Star Trek Timelines (IP sale), Star Trek Timelines, US, North America, http://www.tiltingpoint.com/portfolio/star-trek-timelines/"
11494,ENABLED,Distinct Possibility Studios,,,Strategic / CVC,2023,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-08-31 15:16:28,naumvano@gmail.com,2025-08-31 15:16:28,naumvano@gmail.com,"Distinct Possibility Studios, US, North America, https://reaperactual.com/"
1120,IMPORTED,Distributed Development,,,Strategic / CVC,2000,Colombia,South America,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-06-21 20:12:05,,2025-06-21 20:12:05,,
10286,IS INCOMPLETE,Distributed Global,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,5,2025-08-30 18:54:37,,2025-08-30 18:54:37,,"Distributed Global, notenoughinformation, notenoughinformation"
10881,IS INCOMPLETE,DIT Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:13,,2025-08-30 18:55:13,,"DIT Ventures, notenoughinformation, notenoughinformation"
9673,IS INCOMPLETE,Divergence Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:04,,2025-08-30 18:54:04,,"Divergence Capital, notenoughinformation, notenoughinformation"
9054,IS INCOMPLETE,Diverse Angels,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:28,,2025-08-30 18:53:28,,"Diverse Angels, notenoughinformation, notenoughinformation"
803,IMPORTED,DMarket,,,Strategic / CVC,2017,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:10:33,,2025-06-21 20:10:33,,
10460,IS INCOMPLETE,DM-BB David Majert,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:47,,2025-08-30 18:54:47,,"DM-BB David Majert, notenoughinformation, notenoughinformation"
905,IMPORTED,DNABLOCK,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:10:57,,2025-06-21 20:10:57,,
11096,IS INCOMPLETE,DNB Bank,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:55:26,,2025-08-30 18:55:26,,"DNB Bank, notenoughinformation, notenoughinformation"
11238,IS INCOMPLETE,DNB Bank ASA,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:34,,2025-08-30 18:55:34,,"DNB Bank ASA, notenoughinformation, notenoughinformation"
10665,IS INCOMPLETE,DNX Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:00,,2025-08-30 18:55:00,,"DNX Ventures, notenoughinformation, notenoughinformation"
10359,IS INCOMPLETE,Dobro Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:41,,2025-08-30 18:54:41,,"Dobro Capital, notenoughinformation, notenoughinformation"
1744,IMPORTED,Dodge Roll,,,Strategic / CVC,2016,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:15:42,,2025-06-21 20:15:42,,
1822,IMPORTED,Dogami,,,Strategic / CVC,2021,France,Western Europe,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,2025-06-21 20:16:08,,2025-06-21 20:16:08,,
1610,IMPORTED,DogHelm,,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:14:51,,2025-06-21 20:14:51,,
1106,IMPORTED,Doinksoft,,,Strategic / CVC,2000,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:11:59,,2025-06-21 20:11:59,,
8166,IS INCOMPLETE,Dolphin Entertainment,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:52:36,,2025-08-30 18:52:36,,"Dolphin Entertainment, notenoughinformation, notenoughinformation"
3627,ENABLED,Dominance Ventures,,,Venture Capital & Accelerators,2021,United Kingdom,British Isles,Private,,,,Generalist,,,1,2025-07-24 16:02:16,vsidv1777@gmail.com,2025-07-24 16:02:16,vsidv1777@gmail.com,"Dominance Ventures, GB, British Isles, https://dominance.ventures/"
10448,IS INCOMPLETE,DOMiNO Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:47,,2025-08-30 18:54:47,,"DOMiNO Ventures, notenoughinformation, notenoughinformation"
1078,IMPORTED,Dominus Esports,,,Strategic / CVC,2019,China,Eastern Asia,Private,Esports,,,Generalist,,,0,2025-06-21 20:11:44,,2025-06-21 20:11:44,,
9848,IS INCOMPLETE,Donato Gonzalez,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:54:15,,2025-08-30 18:54:15,,"Donato Gonzalez, notenoughinformation, notenoughinformation"
8717,IS INCOMPLETE,Donato Gonzalez-Sanchez,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:07,,2025-08-30 18:53:07,,"Donato Gonzalez-Sanchez, notenoughinformation, notenoughinformation"
10813,IS INCOMPLETE,Dongfang Hongtai,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:55:09,,2025-08-30 18:55:09,,"Dongfang Hongtai, notenoughinformation, notenoughinformation"
1247,IMPORTED,Dongyang Online,,,Strategic / CVC,2001,South Korea,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,2025-06-21 20:13:00,,2025-06-21 20:13:00,,
9875,IS INCOMPLETE,Don Thompson's Cleveland Avenue,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,2025-08-30 18:54:16,,2025-08-30 18:54:16,,"Don Thompson's Cleveland Avenue, notenoughinformation, notenoughinformation"
711,IMPORTED,Don't Nod Entertainment,ENXTPA:ALDNE,Don't Nod Entertainment (ENXTPA:ALDNE),Strategic / CVC,2008,France,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-06-21 20:10:13,,2025-06-21 20:10:13,,
822,IMPORTED,Donut Lab,,,Strategic / CVC,2018,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-06-21 20:10:37,,2025-06-21 20:10:37,,
3271,ENABLED,Doomsday ApS - Undisclosed mobile game (IP sale),Doomsday ApS,Undisclosed mobile game,Strategic / CVC,2017,Denmark,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-07-05 18:34:05,,2025-08-22 20:12:27,sergeyevdokimov1@gmail.com,"Doomsday ApS - Undisclosed mobile game (IP sale), Doomsday ApS, DK, Nordic Countries, https://news.cision.com/nitro-games-oyj/r/nitro-games-acquires-a-game-from-doomsday,c3626981"
10651,IS INCOMPLETE,Dora Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:54:59,,2025-08-30 18:54:59,,"Dora Capital, notenoughinformation, notenoughinformation"
8632,IS INCOMPLETE,Dorado Games,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,2025-08-30 18:53:01,,2025-08-30 18:53:01,,"Dorado Games, notenoughinformation, notenoughinformation"
9394,IS INCOMPLETE,DoraHacks,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,2025-08-30 18:53:47,,2025-08-30 18:53:47,,"DoraHacks, notenoughinformation, notenoughinformation"
