ID,Status*,Announcement date*,Target Company,"Transaction Size*, $M",Transaction Type*,Transaction Category*,closed date,To be closed,Lead Investor / Acquirer,Other Investors,Source URL*,Description*,Transaction UUID,"Equity Value at Listing, $M",Internal information,signature company,signature date,signature investor,signature deal type,source data,created at
2920,IMPORTED,2021-09-28,Goodboy Digital,0.0,M&A control (incl. LBO/MBO),M&A,2021-09-28,0,Playco,,https://www.play.co/press/playco-official-press-release-210928-en,US-based instant games developer Playco announced the acquisition of UK-based HTML5 developer Goodboy Digital. The financial terms of the deal are not disclosed.,e9dfb137-1982-4af1-ad67-a00bc4d0d9cc,,,goodboydigital,21september,noleadinvestor,m&acontrol(incl.lbo/mbo),Playco,2025-08-31 08:50:39
2919,IMPORTED,2024-08-28,Double Jump.Tokyo,10.0,Series D,Late-stage Investments,2024-08-28,0,SBI Investment Korea,"Bing Ventures, Gate Ventures, Sony Group Corporation, Taisu Ventures, TM Capital",https://www.pocketgamer.biz/double-jumptokyo-raises-10-million-to-bolster-web3-games-development/,"Japan-based web3 games developer double jump.tokyo has secured $10m in a Series D funding round led by SBI Investment, with participation from Sony Group (TYO: 6758), Taisu Ventures, Gate Ventures, TM Capital, and Bing Ventures. The funds will support game development and bolster the companyâs infrastructure. Double jump.tokyo aims to enhance its strategic alignment with SBI Group and advance initiatives on Sonyâs Soneium blockchain platform. The companyâs next release, Battle of Three Kingdoms â Sangokushi Taisen, is a SEGA-licensed NFT card battler.",ef5d71dc-1a2e-4aa9-a24f-de83aa80e82d,,,doublejump.tokyo,24august,noleadinvestor,seriesd,"SBI Investment (lead) / Sony Group Corporation, Taisu Ventures, Gate Ventures, TM Capital, Bing Ventures",2025-08-31 08:50:39
2918,IMPORTED,2022-06-06,Magic Fuel Games,0.0,M&A control (incl. LBO/MBO),M&A,2022-06-06,0,Playstack,,https://www.pocketgamer.biz/news/78924/playstack-acquires-magic-fuel-games-reunites-ea-veterans/,"UK-based games publishing company Playstack has acquired US-based mobile games developer Magic Fuel Games. The financial terms of the deal are not disclosed. Magic Fuel Games has strong expertise in the mobile city builder genre. Playstack increases its IPs pipeline, adds revenue to 2022 and 2023 operations, and follows its strategic plan of the business expansion as a result of this deal.",cb566320-9633-49de-abc4-138b96aedadc,,,magicfuelgames,22june,noleadinvestor,m&acontrol(incl.lbo/mbo),Playstack,2025-08-31 08:50:39
2917,IMPORTED,2024-07-23,Space Nation,0.0,Seed,Early-stage Investments,2024-07-23,0,Oh Gamers,,https://www.binance.com/en/square/post/2024-07-24-oh-gamers-invests-in-web3-mmorpg-space-nation-11211389464418,Web3 gaming organization Oh Gamers has announced a strategic investment of millions of dollars in the Web3 MMORPG game Space Nation.,4b439459-3f21-4ae4-9521-789dbdc95dda,,,spacenation,24july,noleadinvestor,seed,Oh Gamers,2025-08-31 08:50:39
2916,IMPORTED,2022-05-15,ProDrops,5.0,Seed,Early-stage Investments,2022-05-15,0,Playtika,,https://www.geektime.com/prodrops-raises-5-million-seed-investment-from-playtika/,"ProDrops, a developer of a unique collection and trading card game for the gaming and eSports worlds, today announced a $5 million seed investment from Playtika.",f8a8d1fb-4b13-4cf1-b7c5-9ced85c5f727,,,prodrops,22may,noleadinvestor,seed,Playtika,2025-08-31 08:50:39
2914,IMPORTED,2024-02-27,Minehut,0.0,M&A control (incl. LBO/MBO),M&A,2024-02-27,0,GamerSafer,,https://venturebeat.com/games/gamersafer-acquires-minecraft-focused-minehut-server-community/,"US-based gaming safety company GamerSafer has acquired Minecraft server hosting Minehut from Super League for an undisclosed sum. Since its launch in 2015, Minehut has gained around 500,000 monthly users. The acquisition keeps the Minehut community intact, with no changes to servers or gameplay. GamerSafer plans to leverage Minehut with its safety-focused mission in gaming, underlining its commitment to the Minecraft ecosystem and player safety.",26f8d6f1-b479-4fdd-9983-45c4f2054904,,,minehut,24february,noleadinvestor,m&acontrol(incl.lbo/mbo),GameSafer,2025-08-31 08:50:38
2913,IMPORTED,2024-10-14,World of Dypians,0.0,Seed,Early-stage Investments,2024-10-14,0,IBC group,,https://x.com/worldofdypians/status/1845715531782836634,"Web3 game World of Dypians has secured an undisclosed investment from IBC Group. The company is developing a multiplayer RPG with web3 elements, currently in closed beta.",81c60c83-6e5b-4425-ad2c-023ebb588dce,,,worldofdypians,24october,noleadinvestor,seed,IBC Group,2025-08-31 08:50:38
2912,IMPORTED,2021-09-07,Bulldog Esports,0.0,M&A control (incl. LBO/MBO),M&A,2021-09-07,0,X7 Esports,,https://www.x7.gg/post/x7-x-bulldog,Isle of Man-based esports company X7 Esports has acquired another UK-based esports organization Bulldog Esports for an undisclosed amount.,f0b827ed-b955-4cf7-b414-913d15070ef8,,,bulldogesports,21september,noleadinvestor,m&acontrol(incl.lbo/mbo),X7 Esports,2025-08-31 08:50:38
2911,IMPORTED,2022-03-02,Bandcamp,0.0,M&A control (incl. LBO/MBO),M&A,2022-03-02,0,Epic Games,,https://www.epicgames.com/site/en-US/news/bandcamp-joining-epic-games-to-support-fair-open-platforms-for-artists-and-fans,"US-based entertainment company and provider of 3D engine technology Epic Games acquires US-based online record store and music community Bandcamp. Financial terms of the deal are not disclosed; however, the company will continue operating as a standalone marketplace and music community following the acquisition. Epicâs acquisition of Bandcamp marks its third purchase of a creator-focused platform in less than a year, with the company having previously acquired 7 different companies.",88ff8730-684d-45b6-b256-72c7736d7b59,,,bandcamp,22march,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:38
2910,IMPORTED,2020-09-25,SuperAwesome,0.0,M&A control (incl. LBO/MBO),M&A,2020-09-25,0,Epic Games,,https://venturebeat.com/2020/09/25/epic-games-acquires-kid-tech-platform-superawesome/,"Epic Games has announced the acquisition of SuperAwesome, a pioneer in the âkid techâ market that provides children with what it says are safe digital experiences and age-appropriate advertising. Terms of the deal were not disclosed.",85c97dfb-0ad1-4c85-ad66-4cf8013a635f,,,superawesome,20september,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:38
2909,IMPORTED,2021-11-02,Absolved,0.0,M&A control (incl. LBO/MBO),M&A,2021-11-02,0,X7 Esports,,https://www.x7.gg/post/x7-x-absolved,"Isle of Man-based esports firm X7 Esports has acquired UK-based esports company Absolved, known for its strong League of Legends division. The details of the deal are not disclosed.",eb244e13-d544-416f-88a2-00bee46ebbf5,,,absolved,21november,noleadinvestor,m&acontrol(incl.lbo/mbo),X7 Esports,2025-08-31 08:50:38
2907,IMPORTED,2021-08-24,Gosu Data Lab,0.0,M&A control (incl. LBO/MBO),M&A,2021-08-24,0,SberGames,,https://www.sberbank.ru/en/press_center/all/article?newsID=f8fddfa7-d3b1-4733-ac35-8f50bd14d100&blockID=1539&regionID=77&lang=en&type=NEWS,"As part of the formation of its gaming business, Sber also signed non-binding documents and is in talks to acquire GOSU Data Lab. Founded by Alisa Chumachenko, the company develops the GOSU Voice Assistant for gamers and the GOSU Data Platform for gaming data analysis, which will be integrated into Sberâs new line of business.",d0e6c114-1358-46a5-9c7d-1ab75e0d675d,,,gosudatalab,21august,noleadinvestor,m&acontrol(incl.lbo/mbo),SberGames,2025-08-31 08:50:38
2906,IMPORTED,2020-11-17,Gunzilla Games,25.0,Undisclosed Late-stage,Late-stage Investments,2020-11-17,0,Gamegroove Capital,,https://www.gamesindustry.biz/articles/2020-11-17-gunzilla-games-enters-aaa-shooter-market-with-usd25m-in-funding,"German newly-founded gaming studio Gunzilla Games has received its first investment of $25m. The company will focus on the development of AAA shooters for next-gen hardware.
",89c16825-4e58-488c-b8e4-e4e4670f943e,,,gunzillagames,20november,noleadinvestor,undisclosedlate-stage,GameGroove,2025-08-31 08:50:37
2905,IMPORTED,2022-10-13,Inworld AI,0.0,Accelerator / Grant,Early-stage Investments,2022-10-13,0,Epic Games,,https://www.businesswire.com/news/home/20221013005121/en,"US-based developer platform for creating AI-driven virtual characters for games, metaverse, and brand experiences Inworld AI announced that it has received an Epic MegaGrant from Epic Games. The funds will be used to combine its AI solutions with Epicâs MetaHuman technology and make it easy for any developer to integrate Inworld-powered digital humans into their Unreal Engine experiences.",83ba8941-7f30-4dfc-9402-a846a4437f8c,,,inworldai,22october,noleadinvestor,accelerator/grant,Epic Games,2025-08-31 08:50:37
2904,IMPORTED,2020-09-30,ESL and DreamHack,0.0,M&A control (incl. LBO/MBO),M&A,2020-09-30,0,ESL Gaming,,https://www.eslgaming.com/article/one-passion-many-worlds-next-chapter-esl-dreamhack-4373,Two Esports organisations ESL and DreamHack announced today that the two esports companies have merged to create ESL Gaming.,04b0742b-3962-4ce3-a759-8ba6c6882b2a,,,eslanddreamhack,20september,noleadinvestor,m&acontrol(incl.lbo/mbo),ESL Gaming,2025-08-31 08:50:37
2903,IMPORTED,2023-09-05,Midoki,0.0,M&A control (incl. LBO/MBO),M&A,2023-09-05,0,Sumo Group,,https://www.sumogroupltd.com/news/2023/sumo-group-acquires-mobile-game-dev-studio-midoki/,"UK-based work-for-hire gaming company Sumo Group, a subsidiary of China-based tech giant Tencent (SEHK: 700), has acquired UK-based mobile games developer Midoki, for an undisclosed sum.",988e9a67-4613-4af2-a16c-4ceb3e51fcd7,,,midoki,23september,noleadinvestor,m&acontrol(incl.lbo/mbo),Sumo Group,2025-08-31 08:50:37
2902,IMPORTED,2021-04-30,ArtStation,0.0,M&A control (incl. LBO/MBO),M&A,2021-04-30,0,Epic Games,,https://www.epicgames.com/site/en-US/news/artstation-is-now-part-of-epic-games,"Epic Games has announced the acquisition of a CanadaÂ­-based artists community platform ArtStation for an undisclosed sum. ArtStation will remain an independent branded platform at Epic, working closely, but not exclusively, with the Unreal Engine team.",9e97b91f-91b4-4321-840c-0d9c38ba2042,,,artstation,21april,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:37
2900,IMPORTED,2022-02-03,SK Gaming,0.0,M&A minority,M&A,2022-02-03,0,REWE Group,,https://esportsinsider.com/2022/02/rewe-group-sk-gaming-shareholder/,German retail and tourism company REWE Group has become a shareholder of esports organisation SK Gaming. ,764faa14-d057-451a-9752-16829563262b,,,skgaming,22february,noleadinvestor,m&aminority,REWE Group ,2025-08-31 08:50:37
2899,IMPORTED,2022-11-01,EQU8,0.0,M&A control (incl. LBO/MBO),M&A,2022-11-01,0,1047 Games,,https://www.gamesindustry.biz/splitgate-creator-picks-up-anti-cheat-developer-equ8,"US-based game developer 1047 Games acquires Sweden-based anti-cheat service provider EQU8. The financial terms of the deal were not disclosed. EQU8 provided its service for the Splitgate game and both companies worked closely before. 1047 Games plans to expand the current EQU8 team to create a robust anti-cheat platform for an unannounced upcoming project. Notably, 1047 said the anti-cheat solution will be exclusive to its future games.",ae44e492-5a1e-4511-aecc-777f0fee9f14,,,equ8,22november,noleadinvestor,m&acontrol(incl.lbo/mbo),1047 Games,2025-08-31 08:50:37
2898,IMPORTED,2023-01-10,Ember Entertainment,0.0,M&A control (incl. LBO/MBO),M&A,2023-01-10,0,Gala Games,,https://www.binance.com/en/news/top/7358317,Gala Games has acquired US-based mobile games developer Ember Entertainment for an undisclosed sum,128129d4-d2ac-4b9c-a974-0e0182ba6ae5,,,emberentertainment,23january,noleadinvestor,m&acontrol(incl.lbo/mbo),Gala Games,2025-08-31 08:50:36
2897,ON APPROVAL,2023-05-30,MetaZone,3.0,Seed,Early-stage Investments,2023-05-30,0,"CMT Digital, Sfermion","Infinity Ventures Crypto, IOSG Ventures, Lucid Blue Ventures, MHC Digital, Polygon Technology, Tess Ventures",http://notenoughinformation.com,"Singapore-based Web3 platform MetaZone has raised $3m in a Seed funding round, led by Sfermion and CMT Digital, with participation from Tess Ventures, IOSG Ventures, IVC, Polygon Studios, MHC Digital, and LucidBlue Ventures. The company is developing a tokenized app platform for creating various usable metaverse objects and apps that can be purchased as NFTs, so-called METAs (Metaverse Enabled Tokenized Applications).",7332094f-48a1-4b0f-bba1-bc10665d3f3a,,,metazone,23may,noleadinvestor,seed,"Sfermion, CMT Digital / Tess Ventures, IOSG Ventures, IVC, Polygon Studios, MHC Digital, LucidBlue Ventures",2025-08-31 08:50:36
2896,IMPORTED,2021-11-23,Harmonix,0.0,M&A control (incl. LBO/MBO),M&A,2021-11-23,0,Epic Games,,https://www.epicgames.com/site/en-US/news/harmonix-joins-epic-games-to-create-immersive-music-experiences,"US-based video game and software developer and publisher Epic Games announced the acquisition of US-based music games developer Harmonix, known for Rock Band and Dance Central rhythm game series. Together the companies will focus on creating immersive music experiences, probably making Epic Games one step closer to the creation of its own version of metaverse.",2fff5541-740b-459e-9d84-5983f11bb8e1,,,harmonix,21november,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:36
2895,IMPORTED,2021-07-21,Sketchfab,0.0,M&A control (incl. LBO/MBO),M&A,2021-07-21,0,Epic Games,,https://sketchfab.com/blogs/community/sketchfab-is-joining-the-epic-games-family,"Epic Games has acquired the 3D content marketplace Sketchfab, as it needs a ton of art to fill up the metaverse that Epic Games CEO Tim Sweeney loves to talk about.",8fcdf400-4afd-4791-baec-b785ea6a43bf,,,sketchfab,21july,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:36
2894,IMPORTED,2022-03-15,RisingHigh Apps,0.0,M&A control (incl. LBO/MBO),M&A,2022-03-15,0,Homa Games,,https://www.homagames.com/blog/homa-acquires-risinghigh-academy,French mobile games publisher Homa Games has acquired UK-based hypercausal mobile game developer and resource platform RisingHigh Academy for an undisclosed amount.,e94e2405-79c3-4939-b528-150cd5cbd417,,,risinghighapps,22march,noleadinvestor,m&acontrol(incl.lbo/mbo),Homa Games,2025-08-31 08:50:36
2892,IMPORTED,2024-02-01,Pixelmon,8.0,Seed,Early-stage Investments,2024-02-01,0,,"Amber, Animoca Brands, Bing Ventures, BitScale Capital, Cypher Capital, Delphi Ventures",https://venturebeat.com/games/pixelmon-raises-8m-as-it-seeks-redemption-for-its-ambitious-web3-games/,"Singapore-based web3 games developer Pixelmon has raised $8m in a Seed funding round from Animoca Brands, Delphi Ventures, Amber Group, Bing Ventures, Bitscale Capital, Cypher Capital and others. The funding will support the studioâs gaming endeavors after facing skepticism due to initial setbacks. In 2022, the company raised $70m worth of cryptocurrency via the sale of its NFTs, making players believe that sum is enough to create a AAA game. Pixelmon received negative reviews after introducing its first concept art, quickly losing its audience. Now, the company aims to restore trust and credit and attract players.",e7b20bfb-6f39-4adf-ba4f-27707e09cb8e,,,pixelmon,24february,noleadinvestor,seed,"Animoca Brands, Delphi Ventures, Amber Group, Bing Ventures, Bitscale Capital, Cypher Capital",2025-08-31 08:50:35
2890,IMPORTED,2020-12-21,Pepper Esports,0.0,M&A control (incl. LBO/MBO),M&A,2020-12-21,0,TGS Esports,,https://www.newswire.ca/news-releases/tgs-esports-announces-completion-of-the-acquisition-of-leading-competitive-esports-platform-pepper-esports-879893854.html,"TGS Esports Inc. has completed its previously announced acquisitionof Pepper Esports Inc., a next generation competitive esports platform",8f42ba1b-9635-48f0-9fc2-1f0cc4928417,,,pepperesports,20december,noleadinvestor,m&acontrol(incl.lbo/mbo),TGS Esports,2025-08-31 08:50:35
2888,IMPORTED,2021-01-08,RAD Game Tools,0.0,M&A control (incl. LBO/MBO),M&A,2021-01-08,0,Epic Games,,"https://www.epicgames.com/site/en-US/news/epic-acquires-rad-game-tools#:~:text=We%20are%20excited%20to%20share,leading%20gaming%20companies%2C%20including%20Epic.","American game developer, publisher, and distributor Epic Games has acquired US-based video games software developer RAD Game Tools for an undisclosed sum.
",e6707b2b-fa84-49db-8fbf-7241753370b4,,,radgametools,21january,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:35
2887,IMPORTED,2020-05-20,VoltEdge,0.0,M&A control (incl. LBO/MBO),M&A,2020-05-20,0,GameXpress,,https://www.prnewswire.com/news-releases/voltedge-acquired-by-industry-veteran-gamexpress-301062090.html,US-based designer and manufacturer of gaming accessory VoltEdge sold its business to industry veteran Latin American GameXpress. Terms of the deal were not disclosed.,54439f60-06e9-4b3f-9d45-9bc44941e9c5,,,voltedge,20may,noleadinvestor,m&acontrol(incl.lbo/mbo),GameXpress,2025-08-31 08:50:35
2886,IMPORTED,2023-10-20,FaZe Clan,18.5,M&A control (incl. LBO/MBO),M&A,2023-10-20,0,GameSquare Esports,,https://www.gamesindustry.biz/gamesquare-acquires-faze-clan,"Canada-based Esports company GameSquare Holdings (NASDAQ: GAME) is set to acquire US-based gaming and Esports organization FaZe Clan (NASDAQ: FAZE) in an all-stock deal, which values the latter at approximately $18.5m after more than a year of being publicly traded. The price represents a 17% premium over FaZe Holdingsâ recent valuation of around $15.8m.",e3b64318-5a20-4cb0-8601-8874f7f0cf3e,,,fazeclan,23october,noleadinvestor,m&acontrol(incl.lbo/mbo),GameSquare,2025-08-31 08:50:35
2885,IMPORTED,2020-06-02,IRL Team,0.0,M&A control (incl. LBO/MBO),M&A,2020-06-02,0,Homa Games,,https://ayo.news/2020/06/03/homa-games-irl-team/,"French mobile hypercasual studio Homa Games has ""acqui-hired"" France-based mobile idle game developer IRL Team to expand its mobile development capabilities and establish a game hub in Toulouse. Aa part of the deal, Homa Games will hire all employees of IRL Team and share technology and best practices on future projects.",3bab45fa-6283-41cc-82f3-7e2b19ee1775,,,irlteam,20june,noleadinvestor,m&acontrol(incl.lbo/mbo),Homa Games,2025-08-31 08:50:35
2884,IMPORTED,2021-10-27,KobGames,3.6,Seed,Early-stage Investments,2021-10-27,0,Azur Games,,https://azurgames.com/blog/we-invested-in-mobile-game-studio-kobgames-studios/,Cyprus-based games publisher and developer Azur Games announced that it has acquired a share of $3.6m in Israel-based mobile games developer KobGames. Companies have worked together before on several titles. The funding will help KobGames to develop more titles and build internal expertise.,040fc090-15d7-4da0-8653-315b4d92fb32,,,kobgames,21october,noleadinvestor,seed,Azur Games,2025-08-31 08:50:34
2883,IMPORTED,2022-07-15,Scorefam,25.0,Series A,Early-stage Investments,2022-07-15,0,GEM Digital,,https://www.techinafrica.com/scorefam-raises-25-million-for-expansion/,Scorefam raises $25 million for expansion,5681c47d-6b6e-4c46-bf8e-23489b3a592d,,,scorefam,22july,noleadinvestor,seriesa,GEM Digital,2025-08-31 08:50:34
2882,IMPORTED,2022-07-05,Dataseat,0.0,M&A control (incl. LBO/MBO),M&A,2022-07-05,0,Verve Group,,https://mobilemarketingreads.com/verve-group-acquires-dataseat-to-boost-user-acquisition/,"Verve Group, a subsidiary of Media and Games Investâs, has acquired UK-based mobile ad-tech platform Dataseat for an undisclosed sum",097c7e9c-5b6f-49cc-9f71-67ad927cde53,,,dataseat,22july,noleadinvestor,m&acontrol(incl.lbo/mbo),Verve Group,2025-08-31 08:50:34
2881,IMPORTED,2022-09-06,Zillion Whales,0.0,M&A control (incl. LBO/MBO),M&A,2022-09-06,0,Azur Games,,https://www.pocketgamer.biz/news/79553/azur-games-acquires-mushroom-wars-development-studio/,"Cyprus-based mobile games publisher and developer Azur Games acquired 81% of mobile games developer Zillion Whales, known for the Mushroom Wars franchise. Financial terms of the deal are not disclosed, however, the studio will keep its brand Zillion Whales and continue to perform under it. As a result of the acquisition, Azur will add an experienced team which focuses on the quality of the product, while Zillion Whales will get access to Azurâs distribution and publishing capabilities.",175e984f-8f6c-4545-b797-b9dad7f93244,,,zillionwhales,22september,noleadinvestor,m&acontrol(incl.lbo/mbo),Azur Games,2025-08-31 08:50:34
2880,IMPORTED,2020-01-30,Reflection.io,0.0,M&A control (incl. LBO/MBO),M&A,2020-01-30,0,GameRefinery,,https://www.gamesindustry.biz/articles/2020-01-30-gamerefinery-acquires-reflection-io,"GameRefinery has acquired UK-based mobile insights specialist Reflection.io for an undisclosed sum. Reflection.io provides download and revenue estimates for iOS and Android games across 35 countries. It is already used by notable games firms such as Square Enix, Sega, Wooga, Miniclip and InnoGames.",cfe7ca79-fab7-43c2-9854-c01aa8a5384a,,,reflection.io,20january,noleadinvestor,m&acontrol(incl.lbo/mbo),GameRefiner,2025-08-31 08:50:34
2879,IMPORTED,2021-03-09,Capturing Reality,0.0,M&A control (incl. LBO/MBO),M&A,2021-03-09,0,Epic Games,,https://www.epicgames.com/site/en-US/news/capturing-reality-is-now-part-of-epic-games,"Epic Games has announced a purchase of a Slovakia-based photogrammetry software developer Capturing Reality for an undisclosed sum.
",835cce72-de85-4b95-af7c-de2166419d3a,,,capturingreality,21march,noleadinvestor,m&acontrol(incl.lbo/mbo),Epic Games,2025-08-31 08:50:34
2878,IMPORTED,2022-08-30,PIU-PIU,0.3,M&A control (incl. LBO/MBO),M&A,2022-08-30,0,Trophy Games,,"https://news.cision.com/trophy-games/r/trophy-games-signs-deal-acquiring-the-lithuanian-game-development-company-piu-piu-lt,c3622865",Denmark-based PC&mobile games publisher and developer Trophy Games acquires 80% shares of Lithuania-based games developer PIU-PIU. The purchase price is ~$300k and will be paid fully in cash. PIU-PIU developed SkyHaven â airport tycoon simulator which is now at early access on Steam. The deal aims to increase the portfolio of the Trophy Games and add more expertise to the current team.,450b48d3-dd75-40c7-a8f5-ec87bc8ff68b,,,piu-piu,22august,noleadinvestor,m&acontrol(incl.lbo/mbo),Trophy Games,2025-08-31 08:50:34
2877,IMPORTED,2023-06-09,StandEgg,0.0,M&A minority,M&A,2023-06-09,0,WeMade,,https://www.koreatechdesk.com/wemade-play-acquires-20-stake-in-standegg-paving-the-way-for-anipang-ip-based-publishing/,"South Korean mobile games developer WeMade Play has acquired a 20% stake in South Korea-based casual mobile games developer StandEgg. The sum of the deal remained undisclosed. The main purpose of the deal is to create a title based on the popular Anipang IP, a social network match 3 puzzle. WeMade Play plans to further expand its list of titles and collaborate with other gaming studios engaged in creating Anipang IPs.",0ccc56be-10a0-4339-9592-fcbdffe2a2bd,,,standegg,23june,noleadinvestor,m&aminority,WeMade Play,2025-08-31 08:50:34
2876,IMPORTED,2021-08-02,Playright Games,0.0,M&A control (incl. LBO/MBO),M&A,2021-08-02,0,Qiiwi Games,,"https://news.cision.com/qiiwi-games-ab/r/qiiwi-games-completes-a-heavily-over-subscribed-directed-new-share-issue-of-1-000-000-new-shares--ra,c3274544",,fb90bbb1-24fe-49e6-8dbf-999fa48946f5,,,playrightgames,21august,noleadinvestor,m&acontrol(incl.lbo/mbo),Qiiwi Games,2025-08-31 08:50:34
2874,IMPORTED,2024-07-15,Enthusiast Gaming,20.0,Fixed Income,Public offering,2024-07-15,0,Beedie Investments,,https://www.enthusiastgaming.com/enthusiast-gaming-secures-20-million-term-loan-to-fuel-growth/,"Canada-based esports and media company Enthusiast Gaming (TSX: EGLX) has secured a $20m non-revolving loan with a 14% interest rate, led by Beedie Investments. The funds will be used for working capital, growth, and assets from the companyâs portfolio.",8085c92f-69b8-4b3f-b4d6-3c83e3420c38,,,enthusiastgaming,24july,noleadinvestor,fixedincome,Beedie Investments,2025-08-31 08:50:33
2873,IMPORTED,2022-08-19,Exmox,100.0,M&A control (incl. LBO/MBO),M&A,2022-08-19,0,Aonic Group,,https://venturebeat.com/games/aonic-acquires-exmox-for-almost-100m/,Aonic announced today that it has acquired ad-tech and marketing company Exmox for around $100 million.,5063f56c-eaf8-426b-81aa-bba2a33c725e,,,exmox,22august,noleadinvestor,m&acontrol(incl.lbo/mbo),Aonic Group,2025-08-31 08:50:33
2872,IMPORTED,2021-06-28,Even Matchup Gaming,0.9,M&A control (incl. LBO/MBO),M&A,2021-06-28,0,TGS Esports,,https://www.investorsobserver.com/news/stock-update/tgs-esports-tgsef-completes-acquisition-of-even-matchup-gaming,"TGS Esports (TGSEF) announced it has completed its acquisition of Even Matchup Gaming Inc., a leading esports tournament organizer. EMG owns and operates major esports events, including Get On My Level, the largest fighting game tournament in Canada and Let's Make Big Moves, the largest Super Smash Bros. event in the New York Area.",dbe87c8b-b2ed-4e14-9d6f-5890616726bb,,,evenmatchupgaming,21june,noleadinvestor,m&acontrol(incl.lbo/mbo),TGS Esports,2025-08-31 08:50:33
2870,IMPORTED,2023-02-13,Newgen Gaming,1.0,Seed,Early-stage Investments,2023-02-13,0,nCore,,https://www.pocketgamer.biz/news/80837/ncore-games-invests-1-million-in-newgen-gaming/,India-based Esports startup Newgen Gaming has raised $1m in fundings from nCore Games,99426e3e-4ebc-4106-b18f-cce7c8a2a280,,,newgengaming,23february,noleadinvestor,seed,nCore Games,2025-08-31 08:50:33
2869,IMPORTED,2023-07-19,Mint Town,7.0,Series D,Late-stage Investments,2023-07-19,0,JAFCO Group,,https://minttown.jp/news/pressrelease/2023fundraising/,Japan-based Web-3 gaming service company Mint Town has raised $7m in a Sereis D funding round,7818d275-539f-46a3-b4b1-b430811539bc,,,minttown,23july,noleadinvestor,seriesd,JAFCO Group,2025-08-31 08:50:33
2868,IMPORTED,2021-08-24,Abios,31.1,M&A control (incl. LBO/MBO),M&A,2021-08-24,0,Kambi Group,,https://www.kambi.com/kristian-nylen-abios-acquisition-gives-kambi-the-esports-dna-we-wanted/,"Malta-based sports betting company Kambi Group has acquired Sweden-based esports data company Abios for up to ~$31.1m, including $17.3m upfront and $13.8m potential earn-out. After the acquisition, Abios will not only focus on Kambiâs customers but will continue providing its services to its clients outside the parent company.",e336fcaf-ba75-4b5d-83a5-ea6d11451e45,,,abios,21august,noleadinvestor,m&acontrol(incl.lbo/mbo),Kambi Group,2025-08-31 08:50:33
2867,IMPORTED,2021-10-18,Mobile Deluxe,0.0,M&A control (incl. LBO/MBO),M&A,2021-10-18,0,Murka Games,,https://venturebeat.com/2021/10/18/murka-games-expands-in-casual-mobile-games-with-acquisition-of-mobile-deluxe/,"Headquartered in Cyprus with an operational office in Ukraine, social casino games developer Murka Games has acquired US-based Solitaire games developer Mobile Deluxe for an undisclosed fee.",dc60bd23-2296-4ebb-8697-945fe28be17c,,,mobiledeluxe,21october,noleadinvestor,m&acontrol(incl.lbo/mbo),Murka Games,2025-08-31 08:50:33
2866,IMPORTED,2021-12-02,CryptoVSZombie,1.7,Seed,Early-stage Investments,2021-12-02,0,x21 Digital,,https://www.investing.com/news/cryptocurrency-news/blockchainbased-defence-gaming-protocol-cryptovszombie-raises-17-million-2697895,Blockchain-based tower defence game CryptoVsZombie has raised $1.7 million in private funding led by X21 Digital. The goal of this innovative company is to become the most popular Crypto Tower Defense brand on GameFi by leveraging BSC Technologyâs advantages and track record.,41f240d3-994e-4c2c-af47-f6ca647d6328,,,cryptovszombie,21december,noleadinvestor,seed,X21 Digital,2025-08-31 08:50:33
2865,IMPORTED,2022-09-06,Doomsday ApS - Undisclosed mobile game (IP sale),2.8,M&A control (incl. LBO/MBO),M&A,2022-09-06,0,Nitro Games,,"https://news.cision.com/nitro-games-oyj/r/nitro-games-acquires-a-game-from-doomsday,c3626981","Finland-based mobile games developer Nitro Games has acquired a new unannounced mobile game from Denmark-based developer Doomsday ApS. Nitro Games secures the ownership of the game and all related intellectual property rights, while Doomsday will receive $2.75m fully paid in cash.",2f0a6bca-de31-45a7-bd17-cb87289187b7,,,doomsdayaps-undisclosedmobilegame(ipsale),22september,noleadinvestor,m&acontrol(incl.lbo/mbo),Nitro Games,2025-08-31 08:50:33
2864,IMPORTED,2022-02-10,Twinfinite,0.0,M&A control (incl. LBO/MBO),M&A,2022-02-10,0,Gamurs,,https://game-news24.com/2022/02/09/gamurs-group-acquires-twinfinite/,"The Group of GAMURS, owner and publisher of Dot Esports, announced today the acquisition of Twinfinite, one of the leading manufacturers in video game news, reviews, feature and opinions since its formation in 2011.",4d8be4af-e4aa-497b-b6ad-4a52f9cf7f16,,,twinfinite,22february,noleadinvestor,m&acontrol(incl.lbo/mbo),Gamurs Group,2025-08-31 08:50:32
