Date,Year,Quarter,Target name,Investors / Buyers,Type,Category,AI,"Size, $m",% acquired,Sector,Segment,Target's Country,Region,Target Founded,Gender,Target's Website,Short Deal Description,Deal Link,Amount_Status
20/04/2021,2021,Q2'21,Gamesbandy,,Seed round,Early-stage VC,No,0.0,,Platform&Tech,Platform,Egypt,MENA,2020.0,Men,https://gamesbandy.com/,The popular Egyptian Gaming startup Gamesbandy has gotten undisclosed Seed round support from Flat6labs Bahrain and Tamkeen. ,https://mena.news/gamesbandy-secured-investment/,UNDISCLOSED
20/04/2021,2021,Q2'21,Hiber,Eros Resmini ,Seed round,Early-stage VC,No,1.4,,Gaming,Multiplatform,Sweden,Western Europe,2017.0,Men,https://hiberworld.com/,"Hiber's funding hits $4.5 million, also adds Eros Resmini to board",https://www.pocketgamer.biz/news/76331/eros-resmini-hiber-board/,DISCLOSED
20/04/2021,2021,Q2'21,Lightheart Entertainment,"Makers Fund (lead) / Galaxy Interactive, Sisu Game Ventures",Series A,Early-stage VC,No,6.8,,Gaming,Mobile,Finland,Western Europe,2019.0,Men,https://www.lightheart.games/,"Lightheart Entertainment announced today that it has raised $6.8 million in Series A funding. The funding round was led by Makers Fund, along with existing investments from Galaxy Interactive, Sisu Game Ventures, and additional angel investors.",https://www.gamesindustry.biz/articles/2021-04-20-lightheart-raises-usd6-8m-in-series-a-funding,DISCLOSED
20/04/2021,2021,Q2'21,Mica Team,Tencent (SEHK: 700),Corporate,Corporate,No,0.0,,Gaming,Mobile,,,,,http://www.micateam.cn/,,,UNDISCLOSED
20/04/2021,2021,Q2'21,MondayOFF,"Play Ventures, Korea Investment Partners, Devsisters Ventures.",Seed round,Early-stage VC,No,2.0,,Gaming,Mobile,South Korea,Asia,,Men,https://www.mondayoff.me/,"HyperCasual mobile games developer MondayOFF has raised $2m from  Play Ventures(Henric Suuronen, Harri Manninen, Phylicia Koh), Korea Investment Partners and Devsisters Ventures.",https://www.linkedin.com/posts/mondayoff-inc_entrepreneurs-founders-investment-activity-6787965809055670272-AHa3/,DISCLOSED
20/04/2021,2021,Q2'21,ORDER ,"Jason Peterson, Managing Director of CPS Capital, Gemelli Group Chairman Harry Karelis ",Seed round,Early-stage VC,No,4.2,,Esports,Esports,Australia,Oceania,2017.0,Men,https://order.army/,"Australian esports organisation ORDER has raised AUD$5.3m (~GBP2.94m) from its latest funding round, with Jason Peterson, Managing Director of CPS Capital, and Gemelli Group Chairman Harry Karelis announced as investors. ",https://esportsinsider.com/2021/04/australian-esports-organisation-order-raises-5-3m-and-appoints-new-ceo/,DISCLOSED
20/04/2021,2021,Q2'21,Pragma ,"David Thacker at Greylock / Mark Pincus, Nate Mitchell and Cloudera founder Amr Awadallah, Upfront Ventures and Advancit Capital",Series A,Early-stage VC,No,12.0,,Platform&Tech,Tech,United States,North America,2020.0,Men,https://pragma.gg/,"Pragma has raised $12 million in Series A funding. The round was led by David Thacker at Greylock, with participation from Zynga founder Mark Pincus, Oculus founder Nate Mitchell and Cloudera founder Amr Awadallah, along with previous investors Upfront Ventures and Advancit Capital. Amy Chang, who sold her business intelligence startup Accompany to Cisco, is joining Pragma’s board of directors.",https://techcrunch.com/2021/04/20/pragma-series-a/,DISCLOSED
20/04/2021,2021,Q2'21,StreumOn Studio,Focus Home Entertainment (PulluP Entertainment),Control,M&A,No,0.0,100.0,Gaming,PC&Console,France,Western Europe,2007.0,Men,http://streumon-studio.com/,"Focus Home Interactive today announced the acquisition of Streum On Studio, the developer of its Warhammer 40,000-branded first-person shooters Space Hulk: Deathwing and Necromunda: Hired Gun.",https://www.gamesindustry.biz/articles/2021-04-20-focus-home-interactive-acquires-streum-on-studio,UNDISCLOSED
20/04/2021,2021,Q2'21,Studio397,Motorsport Games,Control,M&A,No,16.0,100.0,Gaming,PC&Console,The Netherlands,Western Europe,2016.0,Men,https://www.studio-397.com/,"Motorsport Games Inc. (NASDAQ: MSGM) (“Motorsport Games”), a leading racing game developer, publisher and esports ecosystem provider of official motorsport racing series throughout the world, announced today that it has entered a binding term sheet to acquire Studio397 BV, the company behind the industry leading rFactor 2 racing simulation platform, from Luminis International BV. The acquisition will see Studio397 continue its work on rFactor 2 while also developing the physics and handling models for Motorsport Games’ forthcoming projects. Motorsport Games expects to utilize its resources and expertise to enhance the rFactor 2 offering, especially in areas highlighted by the racing community.",https://motorsportgames.com/motorsport-games-enters-into-binding-term-sheet-to-acquire-developer-studio397-and-its-rfactor-2-simulation-platform/,DISCLOSED
21/04/2021,2021,Q2'21,Qingci Digital,"Tencent (SEHK: 700), Bilibili, Alibaba Group",Corporate,Corporate,No,47.0,,Gaming,Multiplatform,,,,Men,https://www.qcplay.com/,,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/1206/2021120600013.pdf,DISCLOSED
22/04/2021,2021,Q2'21,Climax,Keywords Studios,Control,M&A,No,59.6,100.0,Gaming,Outsourcing,United Kingdom,Western Europe,1988.0,Men,http://www.climaxstudios.com/,Dublin­based technical & creative gaming services provider Keywords Studios (LON: KWS) has acquired UK­based third­party games developer Climax Studios for up to $59.8m (GBP43m),https://www.keywordsstudios.com/en/about-us/news-events/news/keywords-acquires-climax-studios-enhancing-its-game-development-offering/,DISCLOSED
22/04/2021,2021,Q2'21,Feiyu,Tencent (SEHK: 700),Corporate,Corporate,No,15.3,,Gaming,Multiplatform,,,,Men,http://www.feiyu.com/,,,DISCLOSED
22/04/2021,2021,Q2'21,One More Multiverse,"Makers Fund, Anthos Capital",Series A,Early-stage VC,No,17.5,,Gaming,Multiplatform,United States,North America,2019.0,Mixed,www.playmultiverse.com,"US developer Multiverse has raised $17 million in a round of Series A funding. The round was supported by several executives across the industry, notably including Twitch co-founder Kevin Lin, Crunchyroll co-founder Kun Gao, and Oculus VR co-founder Nate Mitchell. Venture capitalist firms Makers Fund and Anthos Capital also contributed to the round.",https://www.gamesindustry.biz/articles/2021-04-22-multiverse-raises-usd17m-to-fuel-hybrid-gaming-platform,DISCLOSED
22/04/2021,2021,Q2'21,Reworld,ByteDance ,Corporate,Corporate,No,15.3,,Gaming,Multiplatform,China,Asia,2018.0,Men,https://reworld.io/,"ByteDance put another US$15 million into Chinese Roblox competitor Reworld, with its own platform for making and playing games
  Tencent has the rights to Roblox in China through a joint venture, which was licensed in December to release the platform on the mainland""",https://www.scmp.com/tech/tech-trends/article/3130476/tiktok-owner-bytedance-boosts-investment-roblox-video-game,DISCLOSED
22/04/2021,2021,Q2'21,Slemma,Xsolla ,Control,M&A,No,0.0,100.0,Platform&Tech,Tech,United States,North America,2013.0,Men,https://slemma.com/,US­based video game commerce company Xsolla has acquired US­based data analytics and visualization reporting platform Slemma.,https://www.businesswire.com/news/home/20210422005443/en,UNDISCLOSED
22/04/2021,2021,Q2'21,TradeStars,"AU21, Block Dream Fund, LD Capital (lead) / Sfermion, Taureon, Spark Digital Capital, Morningstar Ventures, Free Company, Faculty Capital, Hype Partners, NGC Ventures, Krypital Group",Seed round,Early-stage VC,No,1.7,,Platform&Tech,Blockchain-powered,Argentina,Latin America,2018.0,Men,https://tradestars.app/,"TradeStars has secured  $1.67M through a strategic investment round led by AU21, Block Dream Fund and LD Capital Partners, with the participation of Sfermion, Taureon, Spark Digital Capital, Morningstar Ventures, Free Company, Faculty Capital, Hype Partners, NGC Ventures, Krypital Group, and some remarkable individuals. Funds will be used for further development and market the product.",https://medium.com/tradestars/tradestars-raises-1-67m-to-reframe-fantasy-sports-98a040aa308e,DISCLOSED
23/04/2021,2021,Q2'21,Mighty Kingdom  (ASX:MKL),,IPO,Public offering,No,14.0,,Gaming,Multiplatform,Australia,Oceania,2010.0,Men,https://www.mightykingdom.com/,"Australian game development studio Mighty Kingdom (ASX: MKL) went public on April 21 through IPO on Australian Securities Exchange (ASX). The company has raised around $14m (AUD $18m) at a ~$36m
market cap. The IPO comes after Mighty Kingdom raised $3.1m in a pre­IPO round in December 2020.",https://www.gamesindustry.biz/articles/2021-04-23-mighty-kingdom-launches-usd18m-ipo,DISCLOSED
23/04/2021,2021,Q2'21,Phosphor games,People Can Fly,Control,M&A,No,0.0,100.0,Gaming,VR/AR,United States,North America,2009.0,Men,http://phos.ph/,Poland­based game development studio People Can Fly (WSE: PCF) has acquired a US­-based multiplatform game developer with VR focus Phosphor Games for an undisclosed sum.,"https://www.gamesindustry.biz/articles/2021-04-26-people-can-fly-acquires-phosphor-studios#:~:text=Outriders%20developer%20People%20Can%20Fly,third%20one%20in%20North%20America.",UNDISCLOSED
26/04/2021,2021,Q2'21,Semper Fortis Esports (OFEX:SEMP) ,,IPO,Public offering,No,3.52,,Esports,Esports,United Kingdom,Western Europe,2020.0,Men,https://sfesports.gg/,"UK­-based multi­operational esports firm Semper Fortis Esports has raised ~$3.52m during the first day of trading on the London­based Aquis Stock Exchange, valuing the company at ~$5.73m. The funding will be used to develop esports teams, create new alliances, and provide business­to­business advisory services.",https://esportsinsider.com/2021/04/semper-fortis-esports-raises-2-55m-from-aquis-stock-exchange-listing/,DISCLOSED
26/04/2021,2021,Q2'21,Stormcloud Games,Chroma Ventures,Seed round,Early-stage VC,No,0.0,,Gaming,PC&Console,United Kingdom,Western Europe,2012.0,Men,https://stormcloudgames.com/,"Stormcloud Games, the award-winning independent games studio based in Dundee, has secured a significant financial investment that enables the development of new games conceived during lockdown. Chroma Ventures, the investment arm of 4JStudios, has invested a seven-figure sum in Stormcloud, allowing the studio to start development of its latest game ideas.",https://www.chroma.ventures/post/stormcloud-games-joins-growing-chroma-ventures-investment-portfolio,UNDISCLOSED
26/04/2021,2021,Q2'21,Topebox ,"OKEx Blockdream Ventures, Animoca Brands Corporation Limited, Axia8 Venture and Megala Ventures",Seed round,Early-stage VC,No,1.0,,Platform&Tech,Blockchain-powered,Vietnam,Asia,2012.0,Mixed,https://www.topebox.com/,Vietnamese game studio Topebox and its blockchain partner KardiaChain have announced the conclusion of a nearly US$1 million round of investment for an upcoming blockchain game called My DeFi Pet.,https://www.techinasia.com/vietnamese-indie-game-studio-raises-1m-blockchain-game,DISCLOSED
27/04/2021,2021,Q2'21,Azerion,,Fixed Income,Public offering,No,242.0,,Gaming,Multiplatform,The Netherlands,Western Europe,2014.0,Men,https://www.azerion.com/,Netherlands­based media and entertainment company Azerion has raised $242m via a bond offering on Nasdaq Stockholm. The proceeds will be used to strengthen the company's presence in Nordic and European markets through a series of acquisitions.,https://www.gamesindustry.biz/articles/2021-04-26-azerion-raises-200-million,DISCLOSED
27/04/2021,2021,Q2'21,Bonsai Collective,Super.com,Corporate,Corporate,No,3.5,,Gaming,Multiplatform,United Kingdom,Western Europe,2019.0,Mixed,https://www.bonsai-collective.com/,"Bonsai Collective, a UK-­based game development studio, has secured a $3.5m investment from
Super.com. The studio specializes in immersive action­adventure games and is currently developing its Huuuge acquires Traffic Puzzle match­3 game Super.com. The studio specializes in immersive action­adventure games and is currently developing its first title.",https://www.gamesindustry.biz/articles/2021-04-27-publisher-super-com-invests-usd3-5m-into-uk-studio-bonsai-collective,DISCLOSED
27/04/2021,2021,Q2'21,Game On Creative,People Can Fly,Control,M&A,No,0.0,100.0,Platform&Tech,Tech,Canada,North America,2002.0,Men,https://www.gameon.studio/en/,"Warsaw­based AAA PC and console game developer People Can Fly has acquired Canada­based gaming tech company Game On Creative, which specializes in motion capture, cinematics, and audio services.",https://peoplecanfly.com/pcf_acquires_game_on/,UNDISCLOSED
27/04/2021,2021,Q2'21,GameStop (NYSE: GME),,"PIPE, Other",Public offering,No,551.0,,Other,Other,United States,North America,1984.0,Men,https://www.gamestop.eu/ ,"US­-based video game retailer GameStop has raised $551m in an equity offering to accelerate its transition to e­commerce, which resulted in a 15% share price rise. GameStop was the major beneficiary of the Reddit­centered wave of trading popularity earlier this year.",https://finance.yahoo.com/news/gamestop-raises-551-million-accelerate-225407775.html ,DISCLOSED
27/04/2021,2021,Q2'21,Traffic Puzzle,Huuuge Games (WSE:HUGE),Control,M&A,No,38.9,,Gaming,Mobile,,,,,https://play.google.com/store/apps/details?id=com.picadilla.beepbeepvroom&hl=ru&gl=US,"Poland­based social casino games developer Huuuge (WSE: HUGE) has announced its first post-­IPO acquisition, buying F2P match­3 game Traffic Puzzle from Picadilla Games for $38.9m",https://ir.huuugegames.com/en/news/huuuge-acquires-top-grossing-match-3-hit-game-traffic-puzzle,DISCLOSED
27/04/2021,2021,Q2'21,Xombat,Trophy Games,Control,M&A,No,0.0,100.0,Gaming,Multiplatform,Denmark,Western Europe,2015.0,,http://www.xombat.dk/,"Today Trophy Games Development A/S (Trophy Games) entered into an agreement with DKSHA ApS to acquire 100% of the shares in Xombat ApS (“Xombat”). Xombat is a Danish game developer company building games for the three major platforms: Facebook, Android, and iOS, including popular titles such as Airline Manager and Shipping Manager. The acquisition is expected to widen Trophy Games’ game portfolio as well strengthen developer resources for future growth.",https://trophygames.newsroom.cision.com/releasedetail.html?trophy-games-has-today-signed-the-deal-of-acquiring-danish-game-development-company-xombat-aps&releaseIdentifier=4D7964955D4A6FBB,UNDISCLOSED
28/04/2021,2021,Q2'21,Tier One Entertainment,Gobi Partners / Warner Music Group ,Seed round,Early-stage VC,No,0.0,,Esports,Esports,Philippines,Asia,2017.0,Mixed,https://tier.one/,"Tier One Entertainment, a Philippines­based esports talent agency, has received an undisclosed investment in a Seed round from venture capital company Gobi Partners and record label Warner Music Group.",https://esportsinsider.com/2021/04/warner-music-group-and-gobi-partners-invests-in-tier-one-entertainment/,UNDISCLOSED
29/04/2021,2021,Q2'21,2Watch,,Seed round,Early-stage VC,No,0.53,,Esports,Esports,Italy,Western Europe,2020.0,Men,https://www.2w.gg/,"2Watch, the media-tech startup born in November 2020 about which we wrote here , announces to have closed a first funding round of 450 thousand euros in which several business angels and strategic investors participated.",https://www.startupbusiness.it/2watch-la-startup-media-tech-esport-e-videogame-raccoglie-450ke/107251/,DISCLOSED
29/04/2021,2021,Q2'21,AdColony,Digital Turbine Media,Control,M&A,No,379.0,100.0,Platform&Tech,Tech,United States,North America,2008.0,Men,https://www.adcolony.com/,"Digital Turbine, Inc. (Nasdaq: APPS) announced today that it has completed its acquisition of AdColony Holding AS (""AdColony""). The acquisition of AdColony, a leading mobile advertising platform servicing advertisers and publishers with a reach of more than 1.5 billion monthly global users, is integral to Digital Turbine's expressed strategy to provide a comprehensive media and advertising solution for our operator and OEM partners while enriching the mobile experience for end users by delivering highly relevant content.  Ad Colony's proprietary video technologies and rich media formats are widely viewed as best-in-class technology delivering industry-leading third-party verified viewability rates for well-known global brands, such as Disney, Ama",https://www.prnewswire.com/news-releases/digital-turbine-announces-completion-of-acquisition-of-adcolony-and-provides-business-update-301280729.html,DISCLOSED
29/04/2021,2021,Q2'21,CMGE,"BiliBili / Wide Fortune, Hubei Century Network Technology","PIPE, other",Public offering,No,110.64,10.27,Gaming,Mobile,Hong Kong,Asia,2011.0,,https://www.cmge.com/,,https://www1.hkexnews.hk/listedco/listconews/sehk/2021/0429/2021042900021.pdf,DISCLOSED
29/04/2021,2021,Q2'21,Crossing Star,Tencent (SEHK: 700),Corporate,Corporate,No,30.8,,Gaming,Multiplatform,,,,,http://www.crossingstar.com/,,,DISCLOSED
29/04/2021,2021,Q2'21,Fyber,Digital Turbine Media,Control,M&A,No,0.0,100.0,Platform&Tech,Tech,Germany,Western Europe,2010.0,Men,http://www.fyber.com/,"Digital Turbine, Inc. (Nasdaq: APPS) announced today that it has entered into a definitive purchase agreement to acquire approximately 95% of the shares in Fyber N.V. (Frankfurt Stock Exchange: FBEN, ""Fyber""), a leading mobile advertising monetization platform empowering global app developers to optimize profitability through quality advertising. ",https://www.prnewswire.com/news-releases/digital-turbine-announces-definitive-purchase-agreement-to-acquire-fyber-nv-301252762.html,UNDISCLOSED
29/04/2021,2021,Q2'21,Gaggle Studios ,Makers Fund (lead) /,Seed round,Early-stage VC,No,2.0,,Gaming,PC&Console,United States,North America,2020.0,Men,https://gaggle.fun/,"Canada­based gaming platform and multiplayer games developer Gaggle Studios has raised $2m in a Seed round led by early­stage venture capital company Makers Fund. The proceeds will be used to improve the pace and consistency of Gaggle's development cycle, as well as to expand the team.",https://www.gamesindustry.biz/articles/2021-04-29-gaggle-studios-raises-usd2m,DISCLOSED
29/04/2021,2021,Q2'21,Glu Mobile,Electronic Arts (NASDAQ:EA),Control,M&A,No,2100.0,100.0,Gaming,Mobile,United States,North America,2001.0,Men,https://www.glu.com/,"US-­based video game giant Electronic Arts (NASDAQ: EA) has completed the acquisition of US-­based mobile game developer Glu Mobile for $2.4B in equity value and $2.1 billion in enterprise
value.",https://ir.ea.com/press-releases/press-release-details/2021/Electronic-Arts-Completes-Acquisition-of-Glu-Mobile-Creating-a-New-Global-Leader-in-Mobile-Gaming/default.aspx,DISCLOSED
29/04/2021,2021,Q2'21,Joy More,Tencent (SEHK: 700),Corporate,Corporate,No,15.5,,Gaming,Mobile,,,,,http://www.joymore.cn/,,,DISCLOSED
29/04/2021,2021,Q2'21,PortalOne ,"Founders Fund, TQ Ventures, Coatue Management, Rogue Ventures, Signia Venture Partners, Seedcamp , Talis Capital and SNÖ Ventures, Atari, ARRI",Seed round,Early-stage VC,No,15.0,,Gaming,Multiplatform,Norway,Western Europe,2018.0,Men,https://www.portalone.com/,"Norway­based gaming startup PortalOne has raised over $15m in an oversubscribed Seed round to launch PortalOne Arcade, a retro­inspired universe, made in collaboration with the company’s strategic partner Atari.",https://techcrunch.com/2021/04/29/portalone-raises-15m-from-atari-and-more-for-a-new-hybrid-gaming-tv-show-app/,DISCLOSED
29/04/2021,2021,Q2'21,PreShow Interactive,"Harlem Capital / Canaan Partners, Wavemaker Partners, Front Row Fund, ROC Fund, BK Fulton and Monroe Harris",Seed round,Early-stage VC,No,3.0,,Platform&Tech,Platform,United States,North America,2019.0,Men,https://www.preshow.co/,MoviePass co-founder’s PreShow Interactive raises $3M to expand into gaming. ,https://techcrunch.com/2021/04/29/preshow-interactive/,DISCLOSED
29/04/2021,2021,Q2'21,Uncosoft,Rollic Games,Control,M&A,No,0.0,100.0,Gaming,Mobile,Turkey,MENA,2018.0,Men,https://www.uncosoft.com/,Zynga’s Turkish subsidiary Rollic Games has acquired Turkey-based hyper­casual mobile games developer Uncosoft for an undisclosed sum.,https://techcrunch.com/2021/04/29/rollic-zynga-uncosoft/,UNDISCLOSED
30/04/2021,2021,Q2'21,ArtStation ,Epic Games,Control,M&A,No,0.0,100.0,Platform&Tech,Tech,United Kingdom,Western Europe,2002.0,Men,https://www.artstation.com/,"Epic Games has announced the acquisition of a Canada­-based artists community platform ArtStation for an undisclosed sum. ArtStation will remain an independent branded platform at Epic, working closely, but not exclusively, with the Unreal Engine team.",https://www.epicgames.com/site/en-US/news/artstation-is-now-part-of-epic-games,UNDISCLOSED
30/04/2021,2021,Q2'21,Downpour Interactive,Facebook (NASDAQ: FB),Control,M&A,No,0.0,100.0,Gaming,VR/AR,United States,North America,2014.0,Men,https://www.onwardthegame.com/,"Facebook, one of the most active players in the VR segment, has acquired US­based Downpour Interactive, a developer behind VR FPS Onward.",https://techcrunch.com/2021/04/30/facebook-is-buying-the-developer-behind-vr-shooter-onward/,UNDISCLOSED
30/04/2021,2021,Q2'21,Pahdo Labs,"BoxGroup, Neo, Pear, Andrew Chen, Mark Pincus, Kevin Hartz",Seed round,Early-stage VC,No,2.6,,Gaming,Multiplatform,United States,North America,2021.0,Men,https://www.pahdolabs.com/,"Pahdo Labs has raised over $2M in seed funding. Pahdo is a gaming startup building an Anime-themed massive multiplayer dungeon building RPG game, blending the best qualities of top-notch sandbox games, role-playing games, and game creation tools into one beautiful social experience. The comapany has raised over $2M in seed funding from BoxGroup, Neo, Pear, a16z GP Andrew Chen, Zynga founder Mark Pincus, Kevin Hartz, and other a16z partners who focus in gaming.",https://careers.pahdolabs.com/c6b177d210454e5a8f7ef8279606bf1b,DISCLOSED
30/04/2021,2021,Q2'21,Queens Gaming Collective,"Juju Smith-Schuster, Sammy Schuster",Seed round,Early-stage VC,No,0.0,,Esports,Esports,United States,North America,2020.0,Mixed,https://www.queens.gg/,"NFL pro and gaming ambassador Juju Smith-Schuster, along with his mother Sammy Schuster, have signed a strategic partnership agreement with women-focused gaming organization Queens Gaming Collective. The pair have also become new investors in the company.",https://esportsobserver.com/queens-gaming-juju-smith-schuster/,UNDISCLOSED
03/05/2021,2021,Q2'21,Beastcoast,"Andover Ventures, Elevate Ventures, Techstars, and angel investors including Steven Temares (Former Bed Bath & Beyond CEO and Sky Blue FC owner) and Scott Dorsey (Managing Partner at High Alpha Ventures)",Seed round,Early-stage VC,No,2.5,,Esports,Esports,United States,North America,2017.0,Men,https://beastcoast.gg/,"Beastcoast, an esports and gaming content network, announced today that it closed its $2.5m pre-seed capital raise with participation from Andover Ventures, Elevate Ventures, Techstars, and other notable sports technology and media angel investors including Steven Temares (Former Bed Bath & Beyond CEO and Sky Blue FC owner) and Scott Dorsey (Managing Partner at High Alpha Ventures). The company have called the funds in tranches over the last two years to support its rapid growth.",https://beastcoast.gg/news/beastcoast-announces-usd2-5-million-funding-round/,DISCLOSED
03/05/2021,2021,Q2'21,Discord,Sony Group Corporation,Corporate,Corporate,No,0.0,,Platform&Tech,Platform,United States,North America,2012.0,Men,https://discord.com/new,"Sony (TYO: 6758, NYSE: SONY) has announced a collaboration with Discord to introduce the video-game chat service to PlayStation next year. As a part of the agreement, Sony will invest an undisclosed amount in Discord ",https://www.sie.com/en/blog/announcing-playstations-new-partnership-with-discord/,UNDISCLOSED
03/05/2021,2021,Q2'21,Genies,"Bond (lead) / NEA, Breyer Capital, Tull Investment Group, NetEase, Dapper Labs, Coinbase Ventures",Series B+,Late-stage VC,Yes,65.0,,Platform&Tech,Tech,United States,North America,2017.0,,https://genies.com/,"Genies has raised $65 million to boost its avatar creator, which the company is touting for virtual identity and wearable digital goods.",https://venturebeat.com/games/genies-raises-65m-to-boost-avatars-for-virtual-identity-and-wearable-digital-goods/,DISCLOSED
04/05/2021,2021,Q2'21,Carry1st,"Konvoy Ventures (lead) / Riot Games (Tencent), Raine Ventures, AET Fund, and TTV Capital",Series A,Early-stage VC,No,6.0,,Gaming,Mobile,South Africa,Africa,2018.0,Mixed,https://www.carry1st.com/,"Carry1st, a mobile publishing platform, has secured $6m in Series A funding round, led by Konvoy Ventures with participation from Riot Games, Raine Ventures, AET Fund, and TTV Capital",https://techcrunch.com/2021/05/04/riot-games-and-konvoy-ventures-back-games-publisher-carry1st-in-6m-series-a/,DISCLOSED
04/05/2021,2021,Q2'21,GamerSafer,GVAngels and Harvard Angels,Seed round,Early-stage VC,No,0.29,,Platform&Tech,Tech,United States,North America,2019.0,Mixed,https://gamersafer.com/,Gaming safety organization GamerSafer has raised $286.4k of funding to build software for preventing fraud and crimes in online multiplayer games.,https://startupi.com.br/2021/05/gamersafer-startup-de-solucoes-contra-crimes-na-internet-recebe-aporte-de-r-15-milhao/,DISCLOSED
04/05/2021,2021,Q2'21,Untold Tales,,Seed round,Early-stage VC,No,0.92,,Gaming,PC&Console,Poland,Eastern Europe,2020.0,Men,https://untoldtales.games/,"Untold Tales, a subsidiary of QubicGames, successfully completed a private issue of series C shares. Investors acquired 1 million shares for PLN 3.5 million. The obtained capital will be used to achieve the assumed business goals, focused on purchasing new games for the portfolio and implementing current production budgets.","https://www.stockwatch.pl/wiadomosci/untold-tales-pozyskalo-3-5-mln-zl-z-emisji-akcji-na-kolejne-gry-do-portfolio,akcje,287674",DISCLOSED
05/05/2021,2021,Q2'21,Arcturus,"BITKRAFT Ventures (lead) / HBSE Ventures, NTT Docomo Ventures, Build Ventures, Marc Merrill, and Atlantic Records CEO Craig Kallman.",Seed round,Early-stage VC,No,5.0,,Platform&Tech,Tech,United States,North America,2016.0,Men,https://arcturus.studio,Arcturus today announced it has raised $5 million in funding for tools that enable developers to create realistic holographic characters based on recorded video.,https://venturebeat.com/2021/05/06/arcturus-raises-5m-for-holographic-imaging-in-games-and-entertainment/,DISCLOSED
05/05/2021,2021,Q2'21,Media and Games Invest (ETR: M8G),,"PIPE, Other",Public offering,No,106.62,,Gaming,Multiplatform,Malta,Western Europe,2011.0,Men,https://mgi.group/,"Media and Games Invest successfully completes a directed issue of 20,930,232 new shares raising proceeds of approximately SEK 900 million",https://press.mgi.group/media-and-games-invest-successfully-completes-a-directed-issue-of-20930232-new-shares-raising-proceeds-of-approximately-sek-900-million,DISCLOSED
05/05/2021,2021,Q2'21,Metalhead Software,Electronic Arts (NASDAQ:EA),Control,M&A,No,0.0,100.0,Gaming,PC&Console,Canada,North America,2009.0,Men,http://metalheadsoftware.com/,Electronic Arts has announced the acquisition of a Canada­based PC&console game developer Metalhead Software. The sum of the deal remains undisclosed.,https://ir.ea.com/press-releases/press-release-details/2021/Electronic-Arts-Acquires-Metalhead-Software-Bringing-a-Talented-Sports-Development-Team-and-Baseball-Franchise-to-EA-SPORTS/default.aspx,UNDISCLOSED
05/05/2021,2021,Q2'21,ZuLong Entertainment (Archosaur Games),Tencent (SEHK: 700),Minority,M&A,No,58.6,4.0,Gaming,Mobile,China,Asia,2014.0,Men,http://www.zulong.com/#/main ,"According to the Hong Kong stock exchange equity information updated on May 5, ZuLong Entertainment (9990. HK) was increased by Tencent (0700. HK) in block trading on April 29 and April 30, 2021, holding 32620400 shares, accounting for 4% of the total share capital. Before the equity change, Tencent held 105077999 shares of ZuLong entertainment, accounting for 12.88% of the total equity; After the equity change, Tencent held 137698399 shares, accounting for 16.88% of the total share capital. Based on the transaction price of HK $13.96 per share, Tencent spent about HK $455 million",https://equalocean.com/briefing/20210505230044575,DISCLOSED
06/05/2021,2021,Q2'21,Metafy,"Forerunner Ventures, DCM, Seven Seven Six /",Seed round,Early-stage VC,No,5.5,,Esports,Esports,United States,North America,2020.0,Men,https://metafy.gg/,"US­based esports platform connecting gamers with coaches Metafy has secured an additional $5.5m to its $3.15m seed round. The company’s current focus is niche competitive games, but the startup is planning to expand into major esports titles.",https://techcrunch.com/2021/05/06/metafy-adds-5-5m-to-its-seed-round-as-the-market-for-games-coaching-grows/,DISCLOSED
06/05/2021,2021,Q2'21,STYNGR,,Seed round,Early-stage VC,No,2.4,,Platform&Tech,Platform,United States,North America,2020.0,Men,https://www.styngr.com/,Platform with music for gamers has raised $2.4m of Seed funding,https://www.sec.gov/Archives/edgar/data/1860658/000146185921000013/xslFormDX01/primary_doc.xml,DISCLOSED
06/05/2021,2021,Q2'21,Vorto Gaming,NEAR Foundation,Accelerator/Incubator,Early-stage VC,No,0.0,,Platform&Tech,Blockchain-powered,Sweden,Western Europe,2020.0,Men,https://vortogaming.com/,"Vorto Gaming AB, the developers of Vorto Network, the hub for blockchain-enabled play-to-earn games, has received a grant of 25,000 NEAR tokens plus an additional $10,000 USD from the NEAR Foundation to develop its blockchain gaming application on NEAR Protocol.",https://www.accesswire.com/645103/NEAR-Foundation-Grants-Vorto-Gaming-Six-Figure-Sum-to-Develop-Blockchain-Gaming-Platform,UNDISCLOSED
07/05/2021,2021,Q2'21,Barrage Esports,Resolve,Control,M&A,No,0.0,100.0,Esports,Esports,United Kingdom,Western Europe,2014.0,Men,https://barrageesports.com/,"UK­based esports company Resolve Esports has acquired another UK­based esports organization Barrage Esports for an undisclosed sum. Resolve will take over all of Barrage's esports and business activities as a result of the purchase, including the right to organize the Northern League of Legends Championship, UK, and Scandinavia League of Legends tournament.",https://esportsinsider.com/2021/05/uk-organisation-resolve-announces-barrage-esports-acquisition/,UNDISCLOSED
