id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,ig_role
3135,IMPORTED,Brain Jar Games,,,Strategic / CVC,2024,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,29/06/2025 13:53,,29/06/2025 13:53,,,https://www.brainjar.games/,3248,target
3470,ENABLED,Brainbow - Peak - Brain Training (IP sale),Peak - Brain Training,,Strategic / CVC,2012,United Kingdom,British Isles,Private,,,,Generalist,,PopReach,0,21/07/2025 10:41,naumvano@gmail.com,22/08/2025 20:08,sergeyevdokimov1@gmail.com,"Brainbow - Peak - Brain Training (IP sale), Peak - Brain Training, GB, British Isles, https://www.peak.net/",,913,target
1448,IMPORTED,Brave Lamb Studio,,,Strategic / CVC,2016,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,,731,target
713,IMPORTED,Bravo Ready,,,Strategic / CVC,2011,Canada,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.br1game.com/,"2711, 2739, 4114","target, target, lead"
8844,IS INCOMPLETE,Breakaway Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Breakaway Ventures, notenoughinformation, notenoughinformation",,2215,participant
1504,IMPORTED,Brew Games,,,Strategic / CVC,2021,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,,864,target
9542,IS INCOMPLETE,Breyer Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:53,,30/08/2025 18:53,,"Breyer Capital, notenoughinformation, notenoughinformation",,1033,participant
,TO BE CREATED,British Business Banks Regional Angels Programme,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,British Business Banks Regional Angels Programme,http://notenoughinformation.com,4131,lead
,TO BE CREATED,Buckfish,,,Strategic / CVC,1800,Germany,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Buckfish, Germany, Western Europe",http://notenoughinformation.com,4045,target
10432,IS INCOMPLETE,Bumble Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:54,,30/08/2025 18:54,,"Bumble Ventures, notenoughinformation, notenoughinformation",,"374, 969","participant, participant"
1123,IMPORTED,Burn Ghost,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,https://www.play.burnghost.com/,3140,target
1859,IMPORTED,Burning Galaxy Soft,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:16,,21/06/2025 20:16,,,https://www.burninggalaxy.com/,1741,target
10123,IS INCOMPLETE,Buzzbridge Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Buzzbridge Capital, notenoughinformation, notenoughinformation",,3733,participant
270,ENABLED,ByteDance,,,Strategic / CVC,2012,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,5,20/04/2025 23:13,kmlfatkh@gmail.com,15/05/2025 14:01,naumvano@gmail.com,,,"376, 1001, 4115","lead, lead, lead"
,TO BE CREATED,C Ventures Fund,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,C Ventures Fund,http://notenoughinformation.com,46,participant
8872,IS INCOMPLETE,C2 Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,6,30/08/2025 18:53,,30/08/2025 18:53,,"C2 Ventures, notenoughinformation, notenoughinformation",,2114,participant
,TO BE CREATED,C3 Management (FinLab EOS VC),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,C3 Management (FinLab EOS VC),http://notenoughinformation.com,1488,participant
742,IMPORTED,CARV,,,Strategic / CVC,2021,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://carv.io/,3358,target
2425,IMPORTED,CCG Labs,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://ccglab.com/,3005,target
,TO BE CREATED,CDF-Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CDF-Capital,http://notenoughinformation.com,512,lead
11023,IS INCOMPLETE,CDH Venture,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"CDH Venture, notenoughinformation, notenoughinformation",,2355,participant
3139,IMPORTED,CI Games,WSE:CIG,CI Games (WSE:CIG),Strategic / CVC,2002,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,29/06/2025 13:54,,29/06/2025 13:54,,,,413,target
,TO BE CREATED,CIIE.CO,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CIIE.CO,http://notenoughinformation.com,2880,lead
,TO BE CREATED,CINEV,,,Strategic / CVC,2019,South Korea,Asia,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"CINEV, South Korea, Asia",https://cinev.com/en,"2300, 3864","target, target"
,TO BE CREATED,CMGE Technology Group (HKG: 00302),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,CMGE Technology Group (HKG: 00302),http://notenoughinformation.com,"279, 283","lead, lead"
,TO BE CREATED,COPA Gaming,,,Strategic / CVC,2023,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"COPA Gaming, United Kingdom, Western Europe",https://www.copagaming.co.uk/,4064,target
,TO BE CREATED,CT Esports Academy,,,Strategic / CVC,1800,United States,North America,Private,Esports,Esports,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"CT Esports Academy, United States, North America",https://www.ctesportsacademy.com/,4161,target
2787,IMPORTED,CTRL Group,NAS: MCTR,CTRL Group (NAS: MCTR),Strategic / CVC,2014,Hong Kong,Eastern Asia,Private,Other,,,Generalist,,,0,21/06/2025 20:22,,21/06/2025 20:22,,,https://www.ctrl-media.com/,3847,target
,TO BE CREATED,CTW Cayman,,,Strategic / CVC,2013,Japan,Asia,Private,Gaming (Content & Development Publishing),Multiplatform/Web,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"CTW Cayman, Japan, Asia",https://ctw.inc/?lang=en,4137,target
92,ENABLED,CVC Capital Partners,,,Private Equity & Inst.,1981,Jersey,,Private,,,,Generalist,100000,,2,09/04/2025 19:51,kmlfatkh@gmail.com,09/04/2025 19:51,kmlfatkh@gmail.com,,,4181,lead
11301,IS INCOMPLETE,Calder Family Office,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Calder Family Office, notenoughinformation, notenoughinformation",,144,lead
1125,IMPORTED,Callisto Gaming,,,Strategic / CVC,2019,Singapore,Southeast Asia,Private,Esports,,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,https://www.instagram.com/callisto.gaming/,4,target
,TO BE CREATED,Calyptra,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Calyptra,http://notenoughinformation.com,3823,lead
8781,IS INCOMPLETE,Can Hicbezmez,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Can Hicbezmez, notenoughinformation, notenoughinformation",,2994,lead
11188,IS INCOMPLETE,Cape Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:55,,30/08/2025 18:55,,"Cape Capital, notenoughinformation, notenoughinformation",,50,participant
,TO BE CREATED,Capital Eleven,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Capital Eleven,http://notenoughinformation.com,4172,participant
9104,IS INCOMPLETE,Capital Factory,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:53,,30/08/2025 18:53,,"Capital Factory, notenoughinformation, notenoughinformation",,2274,participant
,TO BE CREATED,Carbon Counts,,,Strategic / CVC,2020,United States,North America,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Carbon Counts, United States, North America",http://carboncounts.tech,2274,target
9858,IS INCOMPLETE,Carlos Sainz,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Carlos Sainz, notenoughinformation, notenoughinformation",,1536,participant
2614,IMPORTED,Cartwheel,,,Strategic / CVC,2000,USA,North America,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://getcartwheel.com/,4028,target
1322,IMPORTED,Cerberus Interactive,,,Strategic / CVC,2017,USA,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,456,target
2396,IMPORTED,Cfx.re,,,Strategic / CVC,2000,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://support.cfx.re/hc/en-us,2947,target
7875,IS INCOMPLETE,Chain Hill Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:52,,30/08/2025 18:52,,"Chain Hill Capital, notenoughinformation, notenoughinformation",,2984,lead
466,ENABLED,ChallengerMode,,,Strategic / CVC,2014,Sweden,Nordic Countries,Private,Esports,,,Generalist,,,0,21/06/2025 20:09,,30/08/2025 19:11,sergeyevdokimov1@gmail.com,"ChallengerMode, SE, Nordic Countries, https://www.challengermode.com/",https://www.challengermode.com/,3728,target
10231,IS INCOMPLETE,Chamaeleon,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Chamaeleon, notenoughinformation, notenoughinformation",,4095,participant
716,IMPORTED,Character Bank,,,Strategic / CVC,2019,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://character-bank.com/en/home-en/,"2784, 2780","target, target"
9330,IS INCOMPLETE,Charlie Songhurst,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Charlie Songhurst, notenoughinformation, notenoughinformation",,2666,participant
1626,IMPORTED,Cherry,XTRA:C3RY,Cherry AG (XTRA:C3RY),Strategic / CVC,1953,Germany,Western Europe,Private,Other,,,Generalist,,,0,21/06/2025 20:14,,21/06/2025 20:14,,,https://www.cherry-world.com/,1170,target
159,ENABLED,Chess.com,,,Strategic / CVC,2007,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,3,18/04/2025 07:35,naumvano@gmail.com,18/04/2025 07:35,naumvano@gmail.com,,chess.com,1700,target
11478,ENABLED,Chibi Clash,,,Strategic / CVC,2019,Canada,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,31/08/2025 12:29,naumvano@gmail.com,31/08/2025 12:29,naumvano@gmail.com,"Chibi Clash, CA, North America, https://chibi.gg/",https://chibi.gg/,2114,target
9712,IS INCOMPLETE,Chris Lee,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:54,,30/08/2025 18:54,,"Chris Lee, notenoughinformation, notenoughinformation",,1328,participant
8328,IS INCOMPLETE,Ciprian Man,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Ciprian Man, notenoughinformation, notenoughinformation",,315,lead
,TO BE CREATED,Circle Games,,,Strategic / CVC,2024,Turkey,MENA,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Circle Games, Turkey, MENA",https://circle.gs/,4112,target
8334,IS INCOMPLETE,Citibank,Citibank N.A,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,05/09/2025 20:47,sergeyevdokimov1@gmail.com,"Citibank, Citibank N.A, notenoughinformation, notenoughinformation, http://notenoughinformation.com",,3523,participant
1144,IMPORTED,Clipwire Games,,,Strategic / CVC,2008,Canada,North America,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,www.clipwiregames.com,66,target
,TO BE CREATED,Cloth Cat,,,Strategic / CVC,2012,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cloth Cat, United Kingdom, Western Europe",https://clothcat.com/,4063,target
1183,IMPORTED,Cloud Imperium Games,,,Strategic / CVC,2012,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,21/06/2025 20:12,,21/06/2025 20:12,,,www.cloudimperiumgames.com,144,target
,TO BE CREATED,Cloud3 Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cloud3 Ventures,http://notenoughinformation.com,4074,lead
375,ENABLED,Coatue Management,,,Venture Capital & Accelerators,1999,USA,North America,Private,,,,Generalist,,,9,07/05/2025 08:18,naumvano@gmail.com,07/05/2025 08:18,naumvano@gmail.com,,,1646,lead
2721,IMPORTED,Coco Park,,,Strategic / CVC,2024,Singapore,Southeast Asia,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://cocopark.io/,3691,target
333,ENABLED,Coda Payments,,,Strategic / CVC,2011,Singapore,Southeast Asia,Private,Platform & Tech,,,Generalist,,,1,03/05/2025 16:59,naumvano@gmail.com,03/05/2025 16:59,naumvano@gmail.com,,,4120,lead
9583,IS INCOMPLETE,Coddy Johnson,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Coddy Johnson, notenoughinformation, notenoughinformation",,3102,participant
8776,IS INCOMPLETE,Coffee Stain (Embracer Group (STO: EMBRAC B)),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Coffee Stain (Embracer Group (STO: EMBRAC B)), notenoughinformation, notenoughinformation",https://coffeestain.com/,4178,target
,TO BE CREATED,Cogitent,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cogitent,http://notenoughinformation.com,2799,participant
7959,IS INCOMPLETE,Cogitent Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,7,30/08/2025 18:52,,30/08/2025 18:52,,"Cogitent Ventures, notenoughinformation, notenoughinformation",,"2781, 3356","participant, participant"
9714,IS INCOMPLETE,CohhCarnage,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:54,,30/08/2025 18:54,,"CohhCarnage, notenoughinformation, notenoughinformation",,3248,participant
10301,IS INCOMPLETE,CoinCu Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"CoinCu Ventures, notenoughinformation, notenoughinformation",,1522,participant
3626,ENABLED,CoinFund,,,Venture Capital & Accelerators,2015,USA,North America,Private,,,,Generalist,,,9,24/07/2025 16:00,vsidv1777@gmail.com,24/07/2025 16:00,vsidv1777@gmail.com,"CoinFund, US, North America, https://coinfund.io/",,"1462, 4086, 4098","participant, lead, participant"
,TO BE CREATED,Coinbase,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coinbase,http://notenoughinformation.com,4116,participant
347,ENABLED,Coinbase Ventures,,,Venture Capital & Accelerators,2018,USA,North America,Private,,,,Generalist,,,22,03/05/2025 19:55,naumvano@gmail.com,03/05/2025 19:55,naumvano@gmail.com,,,"1033, 2666, 4090","participant, participant, participant"
,TO BE CREATED,Coinswitch,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Coinswitch,http://notenoughinformation.com,3356,participant
,TO BE CREATED,Cointribune,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Cointribune,http://notenoughinformation.com,3923,participant
,TO BE CREATED,Cold River Games,,,Strategic / CVC,2021,Sweden,North America,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Cold River Games, Sweden, North America",https://crg.studio/,4098,target
1060,IMPORTED,Coly,TSE:4175,Coly Inc. (TSE:4175),Strategic / CVC,2014,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:11,,21/06/2025 20:11,,,,844,target
10507,IS INCOMPLETE,Com2uS Corporation (KOSDAQ:A078340),,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,10,30/08/2025 18:54,,30/08/2025 18:54,,"Com2uS Corporation (KOSDAQ:A078340), notenoughinformation, notenoughinformation",,46,lead
7969,IS INCOMPLETE,Comma3 Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,3,30/08/2025 18:52,,30/08/2025 18:52,,"Comma3 Ventures, notenoughinformation, notenoughinformation",,3962,participant
9354,IS INCOMPLETE,Compute Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"Compute Ventures, notenoughinformation, notenoughinformation",,4058,participant
1721,ENABLED,Concept Art House,,,Strategic / CVC,2007,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,2,21/06/2025 20:15,,18/08/2025 18:02,vsidv1777@gmail.com,"Concept Art House, US, North America, https://www.conceptarthouse.com/",,2215,participant
1951,IMPORTED,Conical,,,Strategic / CVC,2016,New Zealand,Australia and New_Zealand,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,21/06/2025 20:16,,21/06/2025 20:16,,,https://www.conical.nz/,1958,target
1332,IMPORTED,Connecting Happines,,,Strategic / CVC,2020,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,479,target
,TO BE CREATED,Consensys,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Consensys,http://notenoughinformation.com,3358,participant
2438,IMPORTED,Copresence,,,Strategic / CVC,2021,Switzerland,Western Europe,Private,Platform & Tech,,AI/ML,Generalist,,,0,21/06/2025 20:19,,21/06/2025 20:19,,,https://copresence.tech/,3039,target
9588,IS INCOMPLETE,Corazon Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Corazon Capital, notenoughinformation, notenoughinformation",,3102,participant
,TO BE CREATED,Core Gaming,,,Strategic / CVC,2007,United States,North America,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Core Gaming, United States, North America",https://www.coregaming.co/,4179,target
829,ENABLED,Corsair Gaming,"NASDAQ:CRSR, Corsair, NasdaqGS:CRSR","Corsair Gaming (NasdaqGS:CRSR),Corsair Gaming,Inc. (NASDAQ:CRSR)",Strategic / CVC,1994,USA,North America,Private,Other,,,Generalist,,,3,21/06/2025 20:10,,29/08/2025 12:03,naumvano@gmail.com,"Corsair Gaming, NASDAQ:CRSR, Corsair, NasdaqGS:CRSR, US, North America, https://www.corsair.com/us/en/",,"457, 707","target, target"
589,IMPORTED,Cosmic Launge,,,Strategic / CVC,2022,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:09,,21/06/2025 20:09,,,https://cosmiclounge.com/,2785,target
9833,IS INCOMPLETE,Cosmic Summit Investments Limited,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Cosmic Summit Investments Limited, notenoughinformation, notenoughinformation",,2198,participant
3534,ENABLED,Cox Enterprises,,,Private Equity & Inst.,1898,USA,North America,Private,,,,Generalist,,,2,22/07/2025 10:34,vsidv1777@gmail.com,22/07/2025 10:34,vsidv1777@gmail.com,"Cox Enterprises, US, North America, https://www.coxenterprises.com/",,1285,lead
,TO BE CREATED,Crackshell - Hammerwatch (IP sale),,,Strategic / CVC,2013,Sweden,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Crackshell - Hammerwatch (IP sale), Sweden, Western Europe",https://store.steampowered.com/app/239070/Hammerwatch/,4111,target
,TO BE CREATED,Craft Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Craft Ventures,http://notenoughinformation.com,4028,lead
,TO BE CREATED,Creative UKs Creative Enterprise,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,Creative UKs Creative Enterprise,http://notenoughinformation.com,4131,participant
3032,IMPORTED,Crew Studio,,,Strategic / CVC,2020,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,29/06/2025 13:44,,29/06/2025 13:44,,,,607,target
7864,IS INCOMPLETE,Cristian Manea,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Cristian Manea, notenoughinformation, notenoughinformation",,2782,participant
9596,IS INCOMPLETE,Crit Ventures,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,4,30/08/2025 18:54,,30/08/2025 18:54,,"Crit Ventures, notenoughinformation, notenoughinformation",,4116,participant
1442,IMPORTED,Critical Force,,,Strategic / CVC,2010,Finland,Nordic Countries,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,,711,target
2736,IMPORTED,Cross Reality,,,Strategic / CVC,2019,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,21/06/2025 20:21,,21/06/2025 20:21,,,https://crossreality.se/,3722,target
9422,IS INCOMPLETE,Crowberry Capital,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,7,30/08/2025 18:53,,30/08/2025 18:53,,"Crowberry Capital, notenoughinformation, notenoughinformation",,1767,lead
9785,IS INCOMPLETE,Crypto Vietnam,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:54,,30/08/2025 18:54,,"Crypto Vietnam, notenoughinformation, notenoughinformation",,1973,participant
3791,ENABLED,Crypto.com Capital,,,Venture Capital & Accelerators,2021,Singapore,Southeast Asia,Private,,,,Generalist,,,4,26/08/2025 08:13,naumvano@gmail.com,26/08/2025 08:13,naumvano@gmail.com,"Crypto.com Capital, SG, Southeast Asia, https://crypto.com/capital",,3356,participant
2140,IMPORTED,Cryptyd,,,Strategic / CVC,2015,Egypt,Northern Africa,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:17,,21/06/2025 20:17,,,http://cryptydgames.com/,2366,target
1779,IMPORTED,Cudo,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,21/06/2025 20:15,,21/06/2025 20:15,,,https://www.cudo.world/,1571,target
8490,IS INCOMPLETE,Cyberathlete Professional,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:52,,30/08/2025 18:52,,"Cyberathlete Professional, notenoughinformation, notenoughinformation",,1316,lead
1249,IMPORTED,D4 Enterprise,,,Strategic / CVC,2004,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,21/06/2025 20:13,,21/06/2025 20:13,,,http://www.d4e.co.jp/,296,target
8993,IS INCOMPLETE,DCF God,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,1,30/08/2025 18:53,,30/08/2025 18:53,,"DCF God, notenoughinformation, notenoughinformation",,3356,participant
905,IMPORTED,DNABLOCK,,,Strategic / CVC,2019,USA,North America,Private,Platform & Tech,,Blockchain/web3,Generalist,,,0,21/06/2025 20:10,,21/06/2025 20:10,,,https://www.dnablock.com/,1326,target
11096,IS INCOMPLETE,DNB Bank,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,2,30/08/2025 18:55,,30/08/2025 18:55,,"DNB Bank, notenoughinformation, notenoughinformation",,3523,participant
8994,IS INCOMPLETE,DWF Labs,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,8,30/08/2025 18:53,,30/08/2025 18:53,,"DWF Labs, notenoughinformation, notenoughinformation",,3356,participant
,TO BE CREATED,DaFluffs Games,,,Strategic / CVC,2024,Jordan,MENA,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"DaFluffs Games, Jordan, MENA",https://dafluffs.com/,4169,target
2309,IMPORTED,Daily E-Sports,,,Strategic / CVC,2016,China,Eastern Asia,Private,Esports,,,Generalist,,,0,21/06/2025 20:18,,21/06/2025 20:18,,,http://www.ttdianjing.com/,2736,target
1226,IMPORTED,Dalongyun Technology,,,Strategic / CVC,2010,China,Eastern Asia,Private,Platform & Tech,,,Generalist,,,0,21/06/2025 20:12,,21/06/2025 20:12,,,http://www.dalongyun.com/,251,target
,TO BE CREATED,Dante Games,,,Strategic / CVC,2024,Singapore,Asia,Private,Platform & Tech,Platform & Tech,"AI/ML, Blockchain/web3",Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,"Dante Games, Singapore, Asia",https://dantegames.com/,4118,target
,TO BE CREATED,DaoMaker,,,TestType,1800,notenoughinformation,notenoughinformation,Private,,,,Generalist,,,0,05/09/2025 01:23,,05/09/2025 01:23,,DaoMaker,http://notenoughinformation.com,1522,participant
