id,status,name,also_known_as,aliases,type,founded,hq_country,hq_region,ownership,sector,segment,features,specialization,aum,parent_company,transactions_count,was_added,created_by,was_changed,modified_by,search_index,arc_website,IG_ID,investor_role
,IMPORTED,StreamCards,,,Strategic / CVC,2021,Poland,Eastern Europe,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"StreamCards, Poland, Eastern Europe",,1051,TARGET
,IMPORTED,Streamloots,,,Strategic / CVC,2017,Spain,Southern Europe,Private,Platform & Tech,Platform,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Streamloots, Spain, Southern Europe",,453,TARGET
,TO BE ENRICHED,Strecko Investments,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Strecko Investments,,3759,participant
,IMPORTED,StreumOn Studio,,StreumOn Studio founders,Strategic / CVC,2007,France,Western Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,1,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"StreumOn Studio, France, Western Europe",,995,TARGET
,TO BE ENRICHED,Strike,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Strike,,2802,participant
,IMPORTED,Studio Atelico,,,Strategic / CVC,2024,Italy,Southern Europe,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Studio Atelico, Italy, Southern Europe",https://atelico.studio/,4156,TARGET
,IMPORTED,Studio Rasa,,,Strategic / CVC,2025,South Korea,Asia,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Studio Rasa, South Korea, Asia",,4166,TARGET
,IMPORTED,Studio Sasanqua,,,Strategic / CVC,2025,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Studio Sasanqua, Japan, Eastern Asia",https://studiosasanqua.com/,3922,TARGET
,IMPORTED,Studio555,,,Strategic / CVC,2023,Sweden,Western Europe,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Studio555, Sweden, Western Europe",https://studio555.io/,4081,TARGET
,IMPORTED,Subscrible,,,Strategic / CVC,2023,Cyprus,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Subscrible, Cyprus, Middle East",https://subscrible.com/,3396,TARGET
,IMPORTED,Sugar Creative,,,Strategic / CVC,2008,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Sugar Creative, United Kingdom, Western Europe",https://www.sugar.agency/,4067,TARGET
,IMPORTED,Sugarverse,,,Strategic / CVC,2022,Switzerland,Western Europe,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Sugarverse, Switzerland, Western Europe",https://www.sugarverse.io/,3946,TARGET
,ENABLED,Sumo Group,AIM:SUMO,Sumo Group (AIM:SUMO),Strategic / CVC,2003,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,Tencent,6,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Sumo Group, United Kingdom, British Isles",,"316, 743","TARGET, TARGET"
,IMPORTED,Sundog,,,Strategic / CVC,2021,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Sundog, Poland, Eastern Europe",https://www.sundog.games/,2653,TARGET
,IMPORTED,Sunspear Games,,,Strategic / CVC,2010,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Sunspear Games, USA, North America",https://sunspeargames.com/,137,TARGET
,ENABLED,Super League Gaming,NasdaqCM:SLGG,"Super League Gaming (NASDAQ: SLGG),Super League Gaming (NasdaqCM:SLGG)",Strategic / CVC,2014,USA,North America,Private,Esports,Esports,,Generalist,,,4,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Super League Gaming, USA, North America",https://www.superleague.com/,2810,TARGET
,ENABLED,Super League Gaming,NasdaqCM:SLGG,"Super League Gaming (NASDAQ: SLGG),Super League Gaming (NasdaqCM:SLGG)",Strategic / CVC,2014,USA,North America,Private,Esports,Esports,,Generalist,,,4,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"Super League Gaming, USA, North America",https://www.superleague.com/,"210, 395, 695, 789, 921","TARGET, TARGET, TARGET, TARGET, TARGET"
,IMPORTED,Super Money Games,,,Strategic / CVC,2020,USA,North America,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Super Money Games, USA, North America",https://www.supermoneygames.com/,3468,TARGET
,IMPORTED,SuperDraft,,,Strategic / CVC,2018,USA,North America,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"SuperDraft, USA, North America",https://superdraft.io/,2987,TARGET
,IMPORTED,SuperDuperSecret,,,Strategic / CVC,2000,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"SuperDuperSecret, USA, North America",https://www.superdupersecret.co/,2782,TARGET
,IMPORTED,SuperGaming,,,Strategic / CVC,2017,India,Southern and Central_Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"SuperGaming, India, Southern and Central_Asia",https://www.supergaming.com/,"2709, 3874, 4138","TARGET, TARGET, TARGET"
,IMPORTED,SuperNgine,,,Strategic / CVC,2020,South Korea,Asia,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"SuperNgine, South Korea, Asia",https://www.superngine.com/,4051,TARGET
,ENABLED,SuperPlay,,,Strategic / CVC,2019,Israel,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,Playtika,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"SuperPlay, Israel, Middle East",https://www.superplay.co/,2535,TARGET
,IMPORTED,SuperScale,,,Strategic / CVC,2015,Slovakia,Eastern Europe,Private,Platform & Tech,Tech,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"SuperScale, Slovakia, Eastern Europe",https://superscale.com/,3759,TARGET
,IMPORTED,Superbullet Studios,,,Strategic / CVC,2024,Saudi Arabia,MENA,Private,Gaming (Content & Development Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Superbullet Studios, Saudi Arabia, MENA",https://superbulletstudios.com/,4173,TARGET
,TO BE ENRICHED,Supercell (Tencent),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Supercell (Tencent),,2112,lead
,TO BE ENRICHED,Supercell Investments,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Supercell Investments,,4123,lead
,IMPORTED,Superpower Squad,,,Strategic / CVC,2021,Singapore,Southeast Asia,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Superpower Squad, Singapore, Southeast Asia",https://ssquad.games/,2136,TARGET
,ENABLED,Supersocial,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Supersocial, USA, North America",,559,TARGET
,IMPORTED,Survios,,,Strategic / CVC,2013,USA,North America,Private,Gaming (Content Development/Publishing),VR/AR,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Survios, USA, North America",,475,TARGET
,TO BE ENRICHED,SushiSwap,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,SushiSwap,,1982,participant
,TO BE ENRICHED,Susquehanna Foundation,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Susquehanna Foundation,,2274,participant
,TO BE ENRICHED,Swae Lee,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Swae Lee,,2215,participant
,IMPORTED,Swarmio Media,CNSX: SWRM,Swarmio Media (CNSX: SWRM),Strategic / CVC,2015,Canada,North America,Private,Platform & Tech,Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Swarmio Media, Canada, North America",https://swarmio.media/,"2695, 2696","TARGET, TARGET"
,TO BE ENRICHED,Swedbank,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Swedbank,,3523,participant
,TO BE ENRICHED,Sybo Games,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Sybo Games,,374,participant
,IMPORTED,Sylen Studio,,,Strategic / CVC,2017,Poland,Eastern Europe,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Sylen Studio, Poland, Eastern Europe",,494,TARGET
,IMPORTED,Symmetry Break Studio,,,Strategic / CVC,2022,Germany,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Symmetry Break Studio, Germany, Western Europe",https://symmetrybreak.com/en/,4047,TARGET
,TO BE ENRICHED,T Labs,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,T Labs,,3733,lead
,IMPORTED,TARK Games,,,Strategic / CVC,2025,Turkey,MENA,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"TARK Games, Turkey, MENA",https://tarkgames.com/,4110,TARGET
,IMPORTED,TGS Esports,TSXV:TGS,"TGS Esports Inc. (TSXV:TGS),TGS Esports (TSXV: TGS)",Strategic / CVC,2018,Canada,North America,Private,Esports,Esports,,Generalist,,,3,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"TGS Esports, Canada, North America",,698,TARGET
,IMPORTED,TGS Esports,TSXV:TGS,"TGS Esports Inc. (TSXV:TGS),TGS Esports (TSXV: TGS)",Strategic / CVC,2018,Canada,North America,Private,Esports,Esports,,Generalist,,,3,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"TGS Esports, Canada, North America",,340,TARGET
,TO BE ENRICHED,TGS Esports,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,TGS Esports,,657,lead
,TO BE ENRICHED,TIRTA Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,TIRTA Ventures,,3124,lead
,TO BE ENRICHED,TON Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,TON Ventures,,4125,lead
,IMPORTED,TRACAB,,,Strategic / CVC,2003,Sweden,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"TRACAB, Sweden, Western Europe",https://tracab.com/,4175,TARGET
,TO BE ENRICHED,TVP,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,TVP,,1328,participant
,TO BE ENRICHED,Taavet+Sten,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Taavet+Sten,,1664,lead
,TO BE ENRICHED,Taisu Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Taisu Ventures,,4125,participant
,ENABLED,Take-Two Interactive Software,,,Strategic / CVC,1993,USA,North America,Public,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,16,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Take-Two Interactive Software, USA, North America",https://www.take2games.com/,3142,TARGET
,IMPORTED,Talerock,,,Strategic / CVC,2016,Russia,Eastern Europe,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Talerock, Russia, Eastern Europe",,1597,TARGET
,IMPORTED,Talewind,,,Strategic / CVC,2021,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Talewind, United Kingdom, British Isles",https://talewind.co.uk/,1172,TARGET
,IMPORTED,Talon,Talon Esports,,Strategic / CVC,2016,China,Eastern Asia,Private,Platform & Tech,Esports,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Talon, China, Eastern Asia",,495,TARGET
,IMPORTED,Tamatem Games,,,Strategic / CVC,2013,Jordan,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Tamatem Games, Jordan, Middle East",https://tamatem.co/,"2145, 3296","TARGET, TARGET"
,TO BE ENRICHED,Tar Heel Capital Pathfinder,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tar Heel Capital Pathfinder,,969,participant
,TO BE ENRICHED,Tarpan Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tarpan Capital,,4093,participant
,IMPORTED,Tarta Labs,,,Strategic / CVC,2025,notenoughinformation,,Private,Platform & Tech,Platform & Tech,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Tarta Labs, notenoughinformation",https://x.com/TartaLabs,3960,TARGET
,TO BE ENRICHED,Team 17,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Team 17,,1679,lead
,TO BE ENRICHED,Team Alliance,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Team Alliance,,3923,participant
,IMPORTED,Team Finest,,,Strategic / CVC,2019,Israel,Middle East,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Team Finest, Israel, Middle East",,672,TARGET
,IMPORTED,Team Vitality,,,Strategic / CVC,2013,France,Western Europe,Private,Esports,Esports,,Generalist,,,1,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Team Vitality, France, Western Europe",https://shop.vitality.gg/,1680,TARGET
,IMPORTED,Technicolor Creative Studios,,,Strategic / CVC,1915,France,Western Europe,Private,Gaming (Content Development/Publishing),Outsourcing/WFH,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Technicolor Creative Studios, France, Western Europe",https://www.technicolorcreative.com,2354,TARGET
,TO BE ENRICHED,Techstars,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Techstars,,"53, 99","lead, lead"
,TO BE ENRICHED,Temasek,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Temasek,,"2286, 2355","lead, lead"
,TO BE ENRICHED,Tencent (SEHK: 700),,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tencent (SEHK: 700),,"8, 65, 479, 546, 607, 846, 902, 1862, 1898, 1921, 2336, 2342, 2923, 3920, 4073, 4182","lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead, lead"
,IMPORTED,Tevaera,,,Strategic / CVC,2022,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Tevaera, USA, North America",https://tevaera.com/,3356,TARGET
,TO DELETE,That's no moon,,,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"That's no moon, USA, North America",https://www.thatsnomoon.com/,3015,TARGET
,ENABLED,Thats No Moon Entertainment,"That’s No Moon, Thatâ  s No Moon Entertainment",,Strategic / CVC,2020,USA,North America,Private,Gaming (Content Development/Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Thats No Moon Entertainment, USA, North America",https://www.thatsnomoon.com/,1237,TARGET
,IMPORTED,The Academys,,,Strategic / CVC,2017,Turkey,Middle East,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"The Academys, Turkey, Middle East",,901,TARGET
,IMPORTED,The Chinese Room,,,Strategic / CVC,2007,United Kingdom,Western Europe,Private,Gaming (Content & Development Publishing),PC/Console,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"The Chinese Room, United Kingdom, Western Europe",https://www.thechineseroom.co.uk/,4122,TARGET
,TO BE ENRICHED,The Chinese Room Management,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Chinese Room Management,,4122,lead
,ENABLED,The Game Company,,The Game Company,Strategic / CVC,2000,United Arab Emirates,Middle East,Private,Platform & Tech,Blockchain-powered,"AI/ML, Blockchain/web3",Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"The Game Company, United Arab Emirates, Middle East",https://www.gmrtag.io/,2807,TARGET
,TO BE ENRICHED,The Games Angels,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Games Angels,,4131,participant
,TO BE ENRICHED,The Games Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Games Fund,,1511,lead
,TO BE ENRICHED,The Games Scale Up Fund for Wales,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Games Scale Up Fund for Wales,,"4063, 4064, 4065, 4066, 4067, 4068","lead, lead, lead, lead, lead, lead"
,TO BE ENRICHED,The Kerving Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Kerving Group,,1536,lead
,IMPORTED,The Last Gameboard,,,Strategic / CVC,2018,USA,North America,Private,Other,Other,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"The Last Gameboard, USA, North America",https://lastgameboard.com/,2116,TARGET
,IMPORTED,The Meta Game,,,Strategic / CVC,2017,USA,North America,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:33,,2025-09-05 01:23:33,,"The Meta Game, USA, North America",https://themeta.com/,211,TARGET
,TO BE ENRICHED,The Operating Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Operating Group,,4121,participant
,TO BE ENRICHED,The Raine Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Raine Group,,4072,lead
,ENABLED,The Sandbox,,,Strategic / CVC,2018,Canada,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,9,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"The Sandbox, Canada, North America",https://www.sandbox.game/en/,3450,TARGET
,TO BE ENRICHED,The Spartan Group,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Spartan Group,,4134,lead
,TO BE ENRICHED,The Sporting News,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Sporting News,,2987,lead
,TO BE ENRICHED,The Tornante,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,The Tornante,,3956,participant
,IMPORTED,The9,NasdaqCM:NCTY,"The9 Limited (Nasdaq: NCTY),The9 (NasdaqCM:NCTY)",Strategic / CVC,1999,China,Eastern Asia,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"The9, China, Eastern Asia",,478,TARGET
,TO BE ENRICHED,TheAlliance,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,TheAlliance,,2215,participant
,IMPORTED,Theia Studios,,,Strategic / CVC,2021,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Theia Studios, USA, North America",https://iconsoftheia.com/,1849,TARGET
,TO BE ENRICHED,Third Wave,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Third Wave,,3841,lead
,TO BE ENRICHED,Third Wave Digital Partners,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Third Wave Digital Partners,,46,participant
,IMPORTED,Thirdverse,,,Strategic / CVC,2020,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Thirdverse, USA, North America",https://www.thirdverse.io/,"2482, 3100","TARGET, TARGET"
,IMPORTED,Thunderful Group,"OM:THUNDR, FRA: 8JH",Thunderful Group (OM:THUNDR),Strategic / CVC,2017,Sweden,Nordic Countries,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,12,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Thunderful Group, Sweden, Nordic Countries",https://thunderfulgroup.com/,"628, 4186","TARGET, TARGET"
,TO BE ENRICHED,Tido Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tido Capital,,3733,lead
,IMPORTED,Tieclan,,,Strategic / CVC,2012,Japan,Eastern Asia,Private,Esports,Esports,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Tieclan, Japan, Eastern Asia",https://tieclan.co.jp/,3575,TARGET
,TO BE ENRICHED,Tiger Global,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tiger Global,,1964,participant
,IMPORTED,Tilia,,,Strategic / CVC,2018,USA,North America,Private,Platform & Tech,Tech,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Tilia, USA, North America",https://www.tilia.io,2405,TARGET
,IMPORTED,Tilki,,,Strategic / CVC,2024,United Kingdom,Western Europe,Private,Platform & Tech,Platform & Tech,AI/ML,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Tilki, United Kingdom, Western Europe",https://www.tilki.com/,4150,TARGET
,TO BE ENRICHED,Tilting Point Media,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tilting Point Media,,110,lead
,TO BE ENRICHED,Timo Soininen,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Timo Soininen,,1328,participant
,TO BE ENRICHED,Tine Pensjonskasse,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tine Pensjonskasse,,50,participant
,TO BE ENRICHED,Tirta Ventures,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tirta Ventures,,4028,participant
,ENABLED,Tivola Games - Tivola Games Portfolio (IP sale),Tivola Games,"Tivola Games GmbH,Tivola Games IPs",Strategic / CVC,2000,Germany,Western Europe,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Tivola Games - Tivola Games Portfolio (IP sale), Germany, Western Europe",https://www.tivola.de/en,4042,TARGET
,TO BE ENRICHED,Tobi Lutke,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tobi Lutke,,453,participant
,TO BE ENRICHED,Tokamak Network,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tokamak Network,,1982,participant
,IMPORTED,Tokyo Beast,,,Strategic / CVC,2000,USA,North America,Private,Platform & Tech,Blockchain-powered,Blockchain/web3,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Tokyo Beast, USA, North America",https://www.tokyo-beast.com/,3608,TARGET
,IMPORTED,TokyoTsushin,TSE:7359,TokyoTsushin (TSE:7359),Strategic / CVC,2015,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"TokyoTsushin, Japan, Eastern Asia",,677,TARGET
,IMPORTED,Top App Games,,,Strategic / CVC,2024,Cyprus,Middle East,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,1,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Top App Games, Cyprus, Middle East",https://www.topapp.games/,3789,TARGET
,TO BE ENRICHED,Toppan Printing,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Toppan Printing,,3055,participant
,IMPORTED,Tosby Games,,,Strategic / CVC,2020,Turkey,Middle East,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Tosby Games, Turkey, Middle East",,914,TARGET
,TO BE ENRICHED,Tower 26,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tower 26,,"2455, 2882","lead, participant"
,IMPORTED,Towerlands (IP sale),,,Strategic / CVC,2020,notenoughinformation,,Private,Gaming (Content & Development Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,"Towerlands (IP sale), notenoughinformation",https://apps.apple.com/nl/app/towerlands-tower-defense-td/id1491901979,4119,TARGET
,IMPORTED,Toydium,,,Strategic / CVC,2019,Japan,Eastern Asia,Private,Gaming (Content Development/Publishing),Multiplatform/Web,,Generalist,,,0,2025-09-05 01:23:36,,2025-09-05 01:23:36,,"Toydium, Japan, Eastern Asia",https://toydium.co.jp/index_en,3594,TARGET
,ENABLED,Tradelite Solutions,Tradelite Solutions GmbH,,Strategic / CVC,2020,Germany,Western Europe,Private,Other,Cash-related,Cash/Skill-based/RMG,Generalist,,,0,2025-09-05 01:23:34,,2025-09-05 01:23:34,,"Tradelite Solutions, Germany, Western Europe",,687,TARGET
,IMPORTED,Trailmix,,,Strategic / CVC,2017,United Kingdom,British Isles,Private,Gaming (Content Development/Publishing),Mobile,,Generalist,,,0,2025-09-05 01:23:35,,2025-09-05 01:23:35,,"Trailmix, United Kingdom, British Isles",https://www.trailmixgames.com/,2112,TARGET
,TO BE ENRICHED,Transcend Fund,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Transcend Fund,,"2785, 3248","lead, lead"
,TO BE ENRICHED,Tribe Capital,,,Investor,,,,Private,,,,Generalist,,,0,2025-09-05 01:23:37,,2025-09-05 01:23:37,,Tribe Capital,,2062,participant
